"Final_EA_code","interview__id","C4H_ElementYear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"315105030209","7934cfadf18a4020840735d003867847",0,"744","826",1,"wrong  numbering","747","726",1,"wrong  numbering"
"315105030209","7934cfadf18a4020840735d003867847",1,"991","937",1,"wrong  numbering","673","641",1,"wrong  numbering"
"315105030209","7934cfadf18a4020840735d003867847",2,"31","28",1,"wrong  recording","23","27",1,"wrong  recording"
"315105030209","7934cfadf18a4020840735d003867847",3,"17","17",2,"Good","50","50",2,"Good"
"315105030209","7934cfadf18a4020840735d003867847",4,"85","0",1,"missing  tally  sheets","69","0",1,"missing  tally  sheets"
"315105030209","7934cfadf18a4020840735d003867847",5,"80","0",1,"missing  tally  sheets","86","0",1,"missing  tally  sheets"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",0,"_","218",2,"No mismatch","_","307",2,"No mismatch"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",1,"_","130",2,"No mismatch","_","154",2,"No mismatch"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",2,"_","17",2,"No mismatch","_","12",2,"No mismatch"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",3,"_","21",2,"No mismatch","_","20",2,"No mismatch"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",4,"_","86",2,"No mismatch","_","77",2,"No mismatch"
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",5,"0","0",2,"THE INFORMATION WAS NOT RECORDED","_","42",2,"No mismatch"
"415105020404","7af284e10f4046009386ca7cc0df56d7",0,"680","680",2,"NONE","674","674",2,"NONE"
"415105020404","7af284e10f4046009386ca7cc0df56d7",1,"1118","1118",2,"NONE","775","775",2,"NONE"
"415105020404","7af284e10f4046009386ca7cc0df56d7",2,"55","55",2,"NONE","62","62",2,"NONE"
"415105020404","7af284e10f4046009386ca7cc0df56d7",3,"76","76",2,"NONE","79","79",2,"NONE"
"415105020404","7af284e10f4046009386ca7cc0df56d7",4,"87","87",2,"NONE","83","83",2,"NONE"
"415105020404","7af284e10f4046009386ca7cc0df56d7",5,"94","94",2,"NONE","85","85",2,"NONE"
"122105020311","7b71511069ca41d7952c83c3004520f3",0,"783","how",2,"NO MISMATCH","607","607",2,"NO MISMATCH"
"122105020311","7b71511069ca41d7952c83c3004520f3",1,"812","812",2,"NO MISMATCH","506","506",2,"NO MISMATCH"
"122105020311","7b71511069ca41d7952c83c3004520f3",2,"17","17",2,"NO MISMATCH","14","14",2,"NO MISMATCH"
"122105020311","7b71511069ca41d7952c83c3004520f3",3,"23","23",2,"NO MISMATCH","29","29",2,"NO MISMATCH"
"122105020311","7b71511069ca41d7952c83c3004520f3",4,"61","61",2,"NO MISMATCH","64","64",2,"NO MISMATCH"
"122105020311","7b71511069ca41d7952c83c3004520f3",5,"49","49",2,"NO MISMATCH","36","36",2,"NO MISMATCH"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",0,"1422","1422",2,"Good","1129","1119",1,"wrong  numbering"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",1,"1023","1021",1,"wrong  numbering","1089","649",1,"Register for children  was missing"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",2,"8","8",2,"good","4","4",2,"Good"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",3,"3","3",2,"good","7","7",2,"Good  records"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",4,"41","39",1,"wrong  tallying","24","23",1,"wrong  tallying"
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",5,"114","134",1,"Missing  tally  sheets  during  report  making.","24","25",1,"wrong  tallying"
"204301030308","7ceaac984dc44338a95f7d19824a5621",0,"642","642",2,"NO MISMATCH","607","607",2,"NO MISMATCH"
"204301030308","7ceaac984dc44338a95f7d19824a5621",1,"721","721",2,"NO MISMATCH","775","775",2,"NO MISMATCH"
"204301030308","7ceaac984dc44338a95f7d19824a5621",2,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"204301030308","7ceaac984dc44338a95f7d19824a5621",3,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"204301030308","7ceaac984dc44338a95f7d19824a5621",4,"120","120",2,"NO MISMATCH","153","153",2,"NO MISMATCH"
"204301030308","7ceaac984dc44338a95f7d19824a5621",5,"84","84",2,"NO MISMATCH","118","118",2,"NO MISMATCH"
"203202040303","7f25311583624b7487a569df466b24ac",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203202040303","7f25311583624b7487a569df466b24ac",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203202040303","7f25311583624b7487a569df466b24ac",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203202040303","7f25311583624b7487a569df466b24ac",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203202040303","7f25311583624b7487a569df466b24ac",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203202040303","7f25311583624b7487a569df466b24ac",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",0,"400","400",2,"NONE","519","519",2,"NONE"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",1,"790","790",2,"NONE","748","748",2,"NONE"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",2,"69","69",2,"NONE","81","81",2,"NONE"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",3,"86","86",2,"NONE","77","77",2,"NONE"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",4,"141","141",2,"NONE","99","99",2,"NONE"
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",5,"188","188",2,"NONE","79","79",2,"NONE"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",0,"1155","1155",2,"NO MISMATCH","1106","1106",2,"NO MISMATCH"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",1,"1560","1560",2,"NO MISMATCH","1317","1317",2,"NO MISMATCH"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",2,"38","38",2,"NO MISMATCH","32","32",2,"NO MISMATCH"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",3,"29","29",2,"NO MISMATCH","51","51",2,"NO MISMATCH"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",4,"40","40",2,"NO MISMATCH","49","49",2,"NO MISMATCH"
"112102030202","81def38cfed24edd80e47b293c3bc0b9",5,"31","31",2,"NO MISMATCH","50","50",2,"NO MISMATCH"
"306204020605","81f2300746cc4b068c95f765f2b403ba",0,"379","379",2,"NO MISMATCH","632","632",2,"NO MISMATCH"
"306204020605","81f2300746cc4b068c95f765f2b403ba",1,"716","716",2,"NO MISMATCH","285","285",2,"NO MISMATCH"
"306204020605","81f2300746cc4b068c95f765f2b403ba",2,"18","18",2,"NO MISMATCH","22","22",2,"NO MISMATCH"
"306204020605","81f2300746cc4b068c95f765f2b403ba",3,"20","20",2,"NO","22","22",2,"no mismatch"
"306204020605","81f2300746cc4b068c95f765f2b403ba",4,"29","29",2,"NO MISMATCH","13","13",2,"no mismatch"
"306204020605","81f2300746cc4b068c95f765f2b403ba",5,"31","31",2,"NO MISMATCH","45","45",2,"no mismatch"
"410101040507","824efbe20846431fba549104887331e5",0,"272","272",2,"matching","201","201",2,"Matching"
"410101040507","824efbe20846431fba549104887331e5",1,"259","259",2,"matching","189","189",2,"Matching"
"410101040507","824efbe20846431fba549104887331e5",2,"0","0",2,"NO DELIVERIES","0","0",2,"Matching"
"410101040507","824efbe20846431fba549104887331e5",3,"0","0",2,"NO DELIVERIES","0","0",2,"Matching"
"410101040507","824efbe20846431fba549104887331e5",4,"19","19",2,"Matching","13","13",2,"Matching"
"410101040507","824efbe20846431fba549104887331e5",5,"10","10",2,"Matching","13","13",2,"Matching"
"102103050439","825a4d9c10674fb68ae9182bf65152ca",0,"##N/A##","##N/A##",,"##N/A##",,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",1,"##N/A##","##N/A##",,"##N/A##",,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",2,"##N/A##","##N/A##",,"##N/A##",,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",3,"##N/A##","##N/A##",,"##N/A##",,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",4,"##N/A##","##N/A##",,"##N/A##",,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",5,"##N/A##","##N/A##",,"##N/A##",,,,
"309104050403","82e2ee46332f4f5c854335056696f881",0,"1974","1970",1,"poor tallying","2032","2030",1,"poor tallying"
"309104050403","82e2ee46332f4f5c854335056696f881",1,"2371","1547",1,"Some registers missing","1622","670",1,"some registers missing"
"309104050403","82e2ee46332f4f5c854335056696f881",2,"47","47",2,"none","48","48",2,"none"
"309104050403","82e2ee46332f4f5c854335056696f881",3,"43","43",2,"none","37","36",1,"poor tallying"
"309104050403","82e2ee46332f4f5c854335056696f881",4,"0","0",2,"none","28","28",2,"none"
"309104050403","82e2ee46332f4f5c854335056696f881",5,"19","19",2,"none","0","1",1,"poor tallying"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"117201050401","87d1a29404f24095af33c51ad6ddf04b",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",0,"558","426",1,"THERE WAS MISMATCH DURING TALLYING","811","811",2,"NO MISMATCH"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",1,"476","438",1,"THERE WAS MISMATCH DURING TALLYING","325","325",2,"NO MISMATCH"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",2,"5","6",1,"THERE IS A MISMATCH","3","3",2,"No mismatch"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",3,"7","7",2,"NO MISMATCH","6","6",2,"NO MISMATCH"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",4,"10","01",1,"THERE IS A MISMATCH","12","12",2,"NO MISMATCH"
"318114020701","8b2193d437e64893a12f1635d1aae2bd",5,"2","3",1,"THERE IS A MISMATCH","3","3",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",0,"236","236",2,"NO MISMATCH","562","562",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",1,"582","582",2,"NO MISMATCH","641","641",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",2,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",3,"0","0",2,"NO DELIVERIES IN THIS HEALTH CENTRE II","1","1",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",4,"38","38",2,"NO MISMATCH","27","27",2,"NO MISMATCH"
"211106070404","8c60b24c5d69459ab88587107842bf8a",5,"13","13",2,"NO MISMATCH","13","13",2,"NO MISMATCH"
"406212010207","8da56015c708420985ff1484fc7d3201",0,"91","91",2,"NONE","80","80",2,"NONE"
"406212010207","8da56015c708420985ff1484fc7d3201",1,"199","199",2,"NONE","98","98",2,"NONE"
"406212010207","8da56015c708420985ff1484fc7d3201",2,"0","0",2,"NONE","0","0",2,"NONE"
"406212010207","8da56015c708420985ff1484fc7d3201",3,"0","0",2,"NONE","0","0",2,"NONE"
"406212010207","8da56015c708420985ff1484fc7d3201",4,"0","0",2,"THERE WERE NO VACCINES  AT THE FACILITY","5","5",2,"NONE"
"406212010207","8da56015c708420985ff1484fc7d3201",5,"1","1",2,"NONE","1","1",2,"NONE"
"102102060108","8ed0e75643204d23b4513def2c5cc970",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102060108","8ed0e75643204d23b4513def2c5cc970",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102060108","8ed0e75643204d23b4513def2c5cc970",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102060108","8ed0e75643204d23b4513def2c5cc970",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102060108","8ed0e75643204d23b4513def2c5cc970",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102060108","8ed0e75643204d23b4513def2c5cc970",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",0,"686","686",2,"NO MISMATCH","656","656",2,"NO MISMATCH"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",1,"843","843",2,"NO MISMATCH","27","39",2,"NO MISMATCH"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",2,"36","36",2,"NO MISMATCH","38","38",2,"NO MISMATCH"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",3,"22","22",2,"NO MISMATCH","27","27",2,"NO MISMATCH"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",4,"30","30",2,"NO MISMATCH","39","39",2,"NO MISMATCH"
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",5,"13","13",2,"NO MISMATCH","39","39",2,"NO MISMATCH"
"105105020108","909b86e277fe480492fe605802d4b272",0,"_","471",2,"No mismatch","_","477",2,"No mismatch"
"105105020108","909b86e277fe480492fe605802d4b272",1,"_","630",2,"No mismatch","_","422",2,"No mismatch"
"105105020108","909b86e277fe480492fe605802d4b272",2,"_","2",2,"No mismatch","_","3",2,"No mismatch"
"105105020108","909b86e277fe480492fe605802d4b272",3,"_","3",2,"No mismatch","_","2",2,"No mismatch"
"105105020108","909b86e277fe480492fe605802d4b272",4,"_","11",2,"No mismatch","_","12",2,"No mismatch"
"105105020108","909b86e277fe480492fe605802d4b272",5,"_","11",2,"No mismatch","_","22",2,"No mismatch"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",0,"_","353",2,"No mismatch","_","381",2,"No mismatch"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",1,"_","394",2,"No mismatch","_","273",2,"No mismatch"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",2,"_","1",2,"No mismatch","_","2",2,"No mismatch"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",3,"_","2",2,"No mismatch","_","1",2,"No mismatch"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",4,"_","0",2,"THE FACILITY DIDN'T DO IMMUNIZATION BECAUSE THERE WAS ONLY ONE STAFF","_","0",2,"THE FACILITY DIDN'T DO IMMUNIZATION BECAUSE THERE WAS ONLY ONE STAFF"
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",5,"_","0",2,"THE FACILITY DIDN'T DO IMMUNIZATION BECAUSE THERE WAS ONLY ONE STAFF","_","0",2,"THE FACILITY DIDN'T DO IMMUNIZATION BECAUSE THERE WAS ONLY ONE STAFF"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",0,"##N/A##","2188",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",1,"##N/A##","1122",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",2,"##N/A##","39",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",3,"##N/A##","37",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",4,"##N/A##","93",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",5,"##N/A##","45",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"311102010107","93268921598f4e95a6cbaa15387322f4",0,"120","120",2,"NO MISMATCH","256","256",2,"NO MISMATCH"
"311102010107","93268921598f4e95a6cbaa15387322f4",1,"51","51",2,"NO MISMATCH","179","179",2,"NO MISMATCH"
"311102010107","93268921598f4e95a6cbaa15387322f4",2,"3","3",2,"NO MISMATCH","14","14",2,"NO MISMATCH"
"311102010107","93268921598f4e95a6cbaa15387322f4",3,"0","0",2,"THERE WERE NO DELIVERIES IN THIS HEALTH CENTRE II IN JUNE","9","9",2,"NO MISMATCH"
"311102010107","93268921598f4e95a6cbaa15387322f4",4,"19","19",2,"NO MISMATCH","18","18",2,"NO MISMATCH"
"311102010107","93268921598f4e95a6cbaa15387322f4",5,"20","20",2,"NO MISMATCH","10","10",2,"NO MISMATCH"
"303202060606","942d21651db14547a1a55d163147f3be",0,"1887","1765",1,"Some OPD Patients seen in maternity and not reflected in OPD registers","1496","1496",2,"none"
"303202060606","942d21651db14547a1a55d163147f3be",1,"1204","1562",1,"some people are seen in maternity and not reflected in OPD registers","605","605",2,"none"
"303202060606","942d21651db14547a1a55d163147f3be",2,"48","48",2,"none","69","69",2,"none"
"303202060606","942d21651db14547a1a55d163147f3be",3,"46","46",2,"none","64","64",2,"none"
"303202060606","942d21651db14547a1a55d163147f3be",4,"88","86",1,"poor tallying","63","63",2,"none"
"303202060606","942d21651db14547a1a55d163147f3be",5,"57","57",2,"none","31","31",2,"none"
"422102010506","94a28a335ad8409da18694d554dc6a82",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"422102010506","94a28a335ad8409da18694d554dc6a82",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"422102010506","94a28a335ad8409da18694d554dc6a82",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"422102010506","94a28a335ad8409da18694d554dc6a82",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"422102010506","94a28a335ad8409da18694d554dc6a82",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"422102010506","94a28a335ad8409da18694d554dc6a82",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"224105051111","94ae3c15a2df427092546208e7da8501",0,"458","458",2,"NO MISMATCH","197","197",2,"NO MISMATCH"
"224105051111","94ae3c15a2df427092546208e7da8501",1,"460","460",2,"NO MISMATCH","326","326",2,"NO MISMATCH"
"224105051111","94ae3c15a2df427092546208e7da8501",2,"0","0",2,"NO MISMATCH","8","8",2,"NO MISMATCH"
"224105051111","94ae3c15a2df427092546208e7da8501",3,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"224105051111","94ae3c15a2df427092546208e7da8501",4,"22","22",2,"NO MISMATCH","23","23",2,"NO MISMATCH"
"224105051111","94ae3c15a2df427092546208e7da8501",5,"17","17",2,"NO MISMATCH","22","22",2,"NO MISMATCH"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",0,"##N/A##","563",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",1,"##N/A##","1091",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",2,"##N/A##","58",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",3,"##N/A##","51",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",4,"##N/A##","69",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",5,"##N/A##","102",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",0,"1323","1323",2,"No mismatch","1062","1062",2,"No mismatch"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",1,"1554","1554",2,"No mismatch","1003","1003",2,"No mismatch"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",2,"54","54",2,"No mismatch","43","43",2,"No mismatch"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",3,"64","64",2,"No mismatch","62","62",2,"No mismatch"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",4,"32","32",2,"No mismatch","18","18",2,"No mismatch"
"124104040103","977cf8b59c214cd6806539e994d0a6d9",5,"20","20",2,"No mismatch","24","24",2,"No mismatch"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",0,"702","702",2,"NONE","691","691",2,"NONE"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",1,"592","592",2,"NONE","428","428",2,"NONE"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",2,"23","23",2,"NONE","31","31",2,"NONE"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",3,"17","17",2,"NONE","32","32",2,"NONE"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",4,"42","42",2,"NONE","49","49",2,"NONE"
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",5,"33","33",2,"NONE","36","36",2,"NONE"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",1,"321","321",2,"NO MISMATCH","##N/A##","##N/A##",,"##N/A##"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",2,"0","0",2,"DELIVERIES ARE NOT CONDUCTED IN THIS COMMUNITY.","##N/A##","##N/A##",,"##N/A##"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",3,"0","0",2,"DELIVERIES ARE NOT CONDUCTED IN THIS HEALTH CENTRE.","##N/A##","##N/A##",,"##N/A##"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"312105020216","989fa310b63545678cb56e3f009ee547",0,"401","400",1,"wrong  recordings","348","351",1,"wrong  tallying"
"312105020216","989fa310b63545678cb56e3f009ee547",1,"400","400",2,"GOOD","371","371",2,"Good"
"312105020216","989fa310b63545678cb56e3f009ee547",2,"0","0",2,"no deliveries  in  this  unit","0","0",2,"no deliveries  in this unit"
"312105020216","989fa310b63545678cb56e3f009ee547",3,"0","0",2,"no deliveries  in  this  unit","0","0",2,"no deliveries  in  this  unit"
"312105020216","989fa310b63545678cb56e3f009ee547",4,"10","10",2,"GOOD","14","13",1,"wrong  tallying"
"312105020216","989fa310b63545678cb56e3f009ee547",5,"8","8",2,"GOOD","4","4",2,"Good"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",0,"_","627",2,"No mismatch","_","790",2,"No mismatch"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",1,"_","745",2,"No mismatch","_","596",2,"No mismatch"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",2,"_","5",2,"No mismatch","_","9",2,"No mismatch"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",3,"_","9",2,"No mismatch","_","4",2,"No mismatch"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",4,"_","20",2,"No mismatch","_","56",2,"No mismatch"
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",5,"_","38",2,"No mismatch","_","36",2,"No mismatch"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",0,"804","804",2,"matching","1009","1012",1,"POOR NUMBERING"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",1,"1080","1080",2,"matching","897","897",2,"Matching"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",2,"73","73",2,"matching","128","128",2,"Matching"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",3,"67","67",2,"matching","92","92",2,"Matching"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",4,"21","21",2,"matching","25","25",2,"Matching"
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",5,"18","18",2,"matching","09","09",2,"Matching"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",0,"-","602",2,"No mismatch","_","451",2,"No mismatch"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",1,"-","516",2,"No mismatch","_","592",1,"THERE WAS MISCOUTING"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",2,"-","6",2,"No mismatch","_","6",2,"No mismatch"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",3,"-","3",2,"No mismatch","_","4",2,"No mismatch"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",4,"-","77",2,"No mismatch","_","54",2,"No mismatch"
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",5,"-","82",2,"No mismatch","_","57",2,"No mismatch"
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",0,"9y2","962",2,"NO MISMATCH","785","785",2,"NO MISMATCH"
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",1,"996","996",2,"NO MISMATCH","1069","1069",2,"NO MISMATCH"
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",2,"62","62",2,"NO MISMATCH","59","59",2,"NO MISMATCH"
