"hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"975ff8e2759b46d785b9e867ee066672",3,1,3500,3,1,,2,,
"975ff8e2759b46d785b9e867ee066672",19,1,45000,1,1,,2,,
"975ff8e2759b46d785b9e867ee066672",14,1,200000,1,1,,2,,
"975ff8e2759b46d785b9e867ee066672",4,1,2000,1,1,,2,,
"975ff8e2759b46d785b9e867ee066672",1,7,55000,4,1,,2,,
"97a9f78d75774aa094c05dfe1bff19cd",1,2,7000,2,1,,2,,
"97a9f78d75774aa094c05dfe1bff19cd",3,2,6000,2,1,,2,,
"97a9f78d75774aa094c05dfe1bff19cd",22,1,5000,1,1,,2,,
"97a9f78d75774aa094c05dfe1bff19cd",19,0,,0,1,,1,1,96000
"97cbf60019ff44cab7b74a80214f892b",22,1,5000,1,1,,2,,
"97cbf60019ff44cab7b74a80214f892b",1,3,20000,2,1,,2,,
"97cbf60019ff44cab7b74a80214f892b",3,1,5000,1,1,,2,,
"97cbf60019ff44cab7b74a80214f892b",14,0,,0,1,,1,1,0
"97d420c3c8874500ac7a1366f8a4c11e",1,4,10000,4,1,,2,,
"97f9eef43a304519ad61a9da9876374e",3,1,2000,1,1,,2,,
"97f9eef43a304519ad61a9da9876374e",1,0,,2,1,,1,2,0
"97f9eef43a304519ad61a9da9876374e",20,2,10000,2,1,,2,,
"97f9eef43a304519ad61a9da9876374e",19,1,240000,1,1,,2,,
"97f9eef43a304519ad61a9da9876374e",12,1,4000,1,1,,2,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",19,1,60000,1,1,,2,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",12,1,7000,1,1,,2,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",1,4,32000,4,1,,2,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",4,1,4000,1,1,,2,,
"98e1379ae63c4ab4aa9d59c44b66d4ca",3,3,12000,3,1,,2,,
"98e418f037464d3291bf751f1067d916",3,1,4000,1,1,,2,,
"98e418f037464d3291bf751f1067d916",1,3,18000,3,1,,2,,
"98fd4943cbaf4f7bbe28148346d42776",1,3,9000,3,1,,2,,
"98fd4943cbaf4f7bbe28148346d42776",12,1,5000,1,1,,2,,
"98fd4943cbaf4f7bbe28148346d42776",4,1,7000,1,1,,2,,
"98fd4943cbaf4f7bbe28148346d42776",3,1,5000,1,1,,2,,
"9918bbbc0bc7474b9a02439bc63ac468",14,1,150000,1,1,,2,,
"9918bbbc0bc7474b9a02439bc63ac468",3,1,2000,1,1,,2,,
"9918bbbc0bc7474b9a02439bc63ac468",4,1,2500,1,1,,2,,
"9918bbbc0bc7474b9a02439bc63ac468",1,2,6000,2,1,,2,,
"9918bbbc0bc7474b9a02439bc63ac468",19,1,30000,1,2,5,,,
"9922746e4091445d9783dd5fc99a3adc",12,1,5000,1,1,,2,,
"9922746e4091445d9783dd5fc99a3adc",3,1,3000,1,1,,2,,
"9922746e4091445d9783dd5fc99a3adc",1,12,36000,12,1,,2,,
"992e00149d2a4cc8832d551a1bdbbace",5,6,300000,0,2,1,,,
"992e00149d2a4cc8832d551a1bdbbace",3,2,10000,2,1,,2,,
"992e00149d2a4cc8832d551a1bdbbace",1,2,20000,3,1,,2,,
"992e00149d2a4cc8832d551a1bdbbace",4,1,5000,1,2,1,,,
"993c13190d2c48f99fb34a9e36e0dcd4",1,3,6000,3,1,,2,,
"99456305d81347fc9386bd3b45b248d8",1,4,16000,4,1,,2,,
"99456305d81347fc9386bd3b45b248d8",4,1,2000,1,1,,2,,
"994768192e0a4657864c55efe8317405",1,5,30000,5,1,,2,,
"994768192e0a4657864c55efe8317405",3,1,6000,1,1,,2,,
"994768192e0a4657864c55efe8317405",14,1,500000,1,1,,2,,
"994768192e0a4657864c55efe8317405",19,1,45000,1,1,,2,,
"99bb9b56b38542319ccc1198ffc05b69",4,1,7000,1,1,,2,,
"99bb9b56b38542319ccc1198ffc05b69",3,2,18000,1,1,,2,,
"99bb9b56b38542319ccc1198ffc05b69",1,2,20000,2,1,,2,,
"99c4cf72245e40e494c4187edb44e664",3,1,3000,2,1,,2,,
"99c4cf72245e40e494c4187edb44e664",1,4,24000,4,1,,2,,
"99ca1beb48114a99949a73c6d8fc7432",3,1,6000,1,1,,2,,
"99ca1beb48114a99949a73c6d8fc7432",1,2,10000,2,1,,2,,
"99d201e8843b451da1c4e183b9f5a11d",3,0,,0,1,,1,1,0
"99d201e8843b451da1c4e183b9f5a11d",1,2,4000,2,1,,2,,
"9a051919df744dc8a24c40dec030240e",5,1,70000,1,1,,2,,
"9a051919df744dc8a24c40dec030240e",6,0,,0,1,,1,1,120000
"9a051919df744dc8a24c40dec030240e",12,1,5000,1,1,,2,,
"9a051919df744dc8a24c40dec030240e",1,2,20000,2,1,,2,,
"9a051919df744dc8a24c40dec030240e",19,0,,0,1,,1,1,0
"9a051919df744dc8a24c40dec030240e",3,1,3000,1,1,,2,,
"9a147b24ae894891a325dfa219530880",1,3,30000,3,1,,2,,
"9a147b24ae894891a325dfa219530880",14,0,,0,1,,1,1,50000
"9a147b24ae894891a325dfa219530880",3,0,,0,1,,1,1,3000
"9a20f2c690714fc1a0d2e096dc86a5b9",1,4,12000,4,1,,2,,
"9a20f2c690714fc1a0d2e096dc86a5b9",22,1,3000,1,1,,2,,
"9a20f2c690714fc1a0d2e096dc86a5b9",3,1,5000,1,1,,2,,
"9a69bb01aec54a0e85841539501a3ad0",3,1,2500,1,1,,2,,
"9a69bb01aec54a0e85841539501a3ad0",1,3,17000,3,1,,2,,
"9a75a2d372be43c29f895b155a3e464d",22,1,3500,1,1,,2,,
"9a75a2d372be43c29f895b155a3e464d",1,9,32000,7,1,,2,,
"9a75a2d372be43c29f895b155a3e464d",4,1,2000,1,1,,2,,
"9a75a2d372be43c29f895b155a3e464d",3,2,3000,2,1,,2,,
"9a9edd843b7e44cca55f3b6b42ac0d94",1,5,18000,5,1,,2,,
"9a9edd843b7e44cca55f3b6b42ac0d94",12,1,1000,1,1,,2,,
"9a9edd843b7e44cca55f3b6b42ac0d94",3,0,,0,1,,1,1,0
"9a9edd843b7e44cca55f3b6b42ac0d94",4,0,,0,1,,1,1,0
"9b02eb4b0fd64853af791dec2b9bc539",12,1,5000,1,1,,2,,
"9b02eb4b0fd64853af791dec2b9bc539",1,1,6000,1,1,,2,,
"9b02eb4b0fd64853af791dec2b9bc539",14,0,,0,1,,1,1,0
"9b1763bd2b9b4fe8b790486a096ef979",1,1,5000,2,1,,1,1,0
"9b1763bd2b9b4fe8b790486a096ef979",3,0,,1,1,,1,1,0
"9b2ee4a1c47f42b3b3f84e2adb626c7d",1,3,12000,3,1,,2,,
"9b529dee82f24c7ea945a5c46845748b",3,2,10000,2,1,,2,,
"9b529dee82f24c7ea945a5c46845748b",12,2,15000,2,1,,2,,
"9b529dee82f24c7ea945a5c46845748b",1,3,20000,3,1,,2,,
"9b74b0f62de44be7a02f160a5ba08557",14,1,200000,1,1,,2,,
"9b74b0f62de44be7a02f160a5ba08557",3,1,5000,1,1,,2,,
"9b74b0f62de44be7a02f160a5ba08557",1,4,12000,3,1,,2,,
"9b7563f2016849e6ae51d19aca1ef392",3,1,3000,1,1,,2,,
"9b7563f2016849e6ae51d19aca1ef392",19,1,40000,1,1,,2,,
"9b7563f2016849e6ae51d19aca1ef392",1,3,24000,3,1,,2,,
"9b7563f2016849e6ae51d19aca1ef392",8,1,2000,1,1,,2,,
"9b88844902cf4adb8c24f3bc03d2db42",3,2,7000,2,1,,2,,
"9b88844902cf4adb8c24f3bc03d2db42",19,1,50000,1,1,,2,,
"9b88844902cf4adb8c24f3bc03d2db42",4,1,3000,1,1,,2,,
"9b88844902cf4adb8c24f3bc03d2db42",13,1,6000,1,1,,2,,
"9b88844902cf4adb8c24f3bc03d2db42",1,7,60000,7,1,,2,,
"9bbb958c03ec4a389217d56bc53182ec",1,2,16000,2,1,,2,,
"9bbb958c03ec4a389217d56bc53182ec",8,1,2000,1,1,,2,,
"9bbb958c03ec4a389217d56bc53182ec",3,2,7000,2,1,,2,,
"9bcd26b7a9444954a0ec7a92ac5451fb",1,2,10000,2,1,,2,,
"9bcd26b7a9444954a0ec7a92ac5451fb",3,1,3000,1,1,,2,,
"9bd1860b508146b3884cd20046df32cc",8,2,2000,1,1,,2,,
"9bd1860b508146b3884cd20046df32cc",4,1,2000,1,1,,2,,
"9bd1860b508146b3884cd20046df32cc",3,2,6000,2,1,,2,,
"9bd1860b508146b3884cd20046df32cc",1,4,29000,4,1,,2,,
"9bd1860b508146b3884cd20046df32cc",19,1,50000,1,1,,2,,
"9be879f175da4225806fd3c44667aac3",14,0,,0,1,,1,1,20000
"9be879f175da4225806fd3c44667aac3",1,2,20000,2,1,,2,,
"9be879f175da4225806fd3c44667aac3",3,0,,0,1,,1,1,3000
"9c2388cce582456c8880ed97716d9b4e",3,1,3000,1,1,,2,,
"9c2388cce582456c8880ed97716d9b4e",1,2,10000,2,1,,2,,
"9c2fe212087149379638d83fba8fa0ff",19,1,30000,1,1,,2,,
"9c2fe212087149379638d83fba8fa0ff",3,1,2500,1,1,,2,,
"9c2fe212087149379638d83fba8fa0ff",1,3,17000,3,1,,2,,
"9c404252ae6644f381425f4d556632ba",14,0,,0,1,,1,1,0
"9c404252ae6644f381425f4d556632ba",1,3,15000,2,1,,2,,
"9c404252ae6644f381425f4d556632ba",22,1,5000,1,1,,2,,
"9c404252ae6644f381425f4d556632ba",3,1,5000,1,1,,2,,
"9c4b2b70e3944e408f72094f249cb5a8",1,2,6000,2,1,,1,2,0
"9c4b2b70e3944e408f72094f249cb5a8",3,1,3000,1,1,,2,,
"9c4b2b70e3944e408f72094f249cb5a8",8,0,,0,1,,1,20,0
"9c4b2b70e3944e408f72094f249cb5a8",4,0,,0,1,,1,1,0
"9c53e5a4d54a44e68778cb51b6fc40ae",8,1,5000,1,1,,2,,
"9c53e5a4d54a44e68778cb51b6fc40ae",1,2,15000,2,1,,2,,
"9c53e5a4d54a44e68778cb51b6fc40ae",3,1,5000,5,1,,2,,
"9c6f798b6064405691e41dce5791aaa1",4,1,3000,1,1,,2,,
"9c6f798b6064405691e41dce5791aaa1",19,0,,0,1,,1,1,20000
"9c6f798b6064405691e41dce5791aaa1",12,1,7000,1,1,,2,,
"9c6f798b6064405691e41dce5791aaa1",3,2,3000,2,1,,2,,
"9c6f798b6064405691e41dce5791aaa1",14,1,200000,1,1,,2,,
"9c6f798b6064405691e41dce5791aaa1",1,10,80000,10,1,,2,,
"9c836313ac414ff3942db65defab726f",1,3,17000,5,1,,2,,
"9c836313ac414ff3942db65defab726f",3,2,6000,2,1,,2,,
"9c836313ac414ff3942db65defab726f",4,1,2500,1,1,,2,,
"9c92c41e2886404084d6eaae15bfa141",3,2,15000,2,1,,2,,
"9c92c41e2886404084d6eaae15bfa141",1,10,70000,10,1,,2,,
"9c92c41e2886404084d6eaae15bfa141",12,2,10000,2,1,,2,,
"9c92c41e2886404084d6eaae15bfa141",19,1,45000,1,1,,2,,
"9cce9051cded44efa35fb13624ada0ea",1,4,15000,3,1,,2,,
"9cce9051cded44efa35fb13624ada0ea",12,2,10000,2,1,,2,,
"9cce9051cded44efa35fb13624ada0ea",4,2,5000,2,1,,2,,
"9cce9051cded44efa35fb13624ada0ea",5,1,10000,1,2,2,,,
"9cce9051cded44efa35fb13624ada0ea",3,2,6000,2,1,,2,,
"9cd59c0742ed47cdabdf3e3b1f8d226a",13,1,10000,1,1,,2,,
"9cd59c0742ed47cdabdf3e3b1f8d226a",8,1,3000,1,1,,2,,
"9cd59c0742ed47cdabdf3e3b1f8d226a",1,3,25000,2,1,,2,,
"9cd59c0742ed47cdabdf3e3b1f8d226a",3,1,5000,1,1,,2,,
"9cd59c0742ed47cdabdf3e3b1f8d226a",12,1,8000,1,1,,2,,
"9cdf579305d145c599d0315528822ba3",3,0,,0,1,,1,1,0
"9cdf579305d145c599d0315528822ba3",4,1,2000,1,1,,2,,
"9cdf579305d145c599d0315528822ba3",13,0,,0,1,,1,1,0
"9cdf579305d145c599d0315528822ba3",1,3,24000,2,1,,2,,
"9ce14d1635fd4fe78ab5a5cccfbcddfc",12,1,4000,1,1,,2,,
"9ce14d1635fd4fe78ab5a5cccfbcddfc",4,1,1000,1,1,,2,,
"9ce14d1635fd4fe78ab5a5cccfbcddfc",14,1,80000,1,1,,2,,
"9ce14d1635fd4fe78ab5a5cccfbcddfc",1,3,10000,3,1,,2,,
"9ce14d1635fd4fe78ab5a5cccfbcddfc",3,1,2000,1,1,,2,,
"9cf4084fbcd44026b3e39be93b069b0a",4,0,,0,1,,1,1,0
"9cf4084fbcd44026b3e39be93b069b0a",3,0,,0,1,,1,1,0
"9cf4084fbcd44026b3e39be93b069b0a",1,5,20000,5,1,,2,,
"9d60158b372846398a2b0ee7e5cdf26c",4,1,10000,1,1,,2,,
"9d60158b372846398a2b0ee7e5cdf26c",3,1,5000,1,1,,2,,
"9d60158b372846398a2b0ee7e5cdf26c",14,1,150000,1,1,,2,,
"9d60158b372846398a2b0ee7e5cdf26c",1,2,20000,2,1,,2,,
"9d716a68dbf64a0a88e338829fc98f42",3,1,3000,1,1,,2,,
"9d716a68dbf64a0a88e338829fc98f42",4,1,3000,1,1,,2,,
"9d716a68dbf64a0a88e338829fc98f42",1,2,8000,2,1,,2,,
"9d7180d90f7a49bc8dae77bfa6e9c30d",3,1,4000,1,1,,2,,
"9d7180d90f7a49bc8dae77bfa6e9c30d",22,0,,0,1,,1,1,0
"9d7180d90f7a49bc8dae77bfa6e9c30d",19,1,25000,1,1,,2,,
"9d7180d90f7a49bc8dae77bfa6e9c30d",1,1,5000,1,1,,2,,
"9d94bc4df700422e9871c90bae9858b1",1,2,14000,3,1,,2,,
"9da3836174fb48d1bc2c6a5643c1c7d4",22,1,4000,1,1,,1,1,0
"9da3836174fb48d1bc2c6a5643c1c7d4",1,4,25000,4,1,,2,,
"9da3836174fb48d1bc2c6a5643c1c7d4",3,1,3000,1,1,,2,,
"9dc451335e534c9084e29c29c74eb9ee",1,2,16000,2,1,,2,,
"9dc451335e534c9084e29c29c74eb9ee",3,1,5000,1,1,,2,,
"9dc451335e534c9084e29c29c74eb9ee",5,1,80000,1,1,,2,,
"9dc451335e534c9084e29c29c74eb9ee",19,0,,0,1,,1,1,480000
"9dd0ecce1e484e9b82267c6a530782b9",1,1,4000,1,1,,1,2,0
"9dd0ecce1e484e9b82267c6a530782b9",3,0,,1,1,,1,2,0
"9dd8f3958c3342f58d5e2be07c843c70",1,5,10000,5,1,,2,,
"9dd8f3958c3342f58d5e2be07c843c70",3,1,2000,1,1,,2,,
"9dfa261f071f4bea941f85a00131b209",3,1,7000,1,1,,2,,
"9dfa261f071f4bea941f85a00131b209",4,1,2000,1,1,,2,,
"9dfa261f071f4bea941f85a00131b209",1,5,45000,5,1,,2,,
"9e47a5951ea1431e813d916b9aa600a3",7,1,5000,1,1,,2,,
"9e47a5951ea1431e813d916b9aa600a3",1,4,24000,3,1,,2,,
"9e47a5951ea1431e813d916b9aa600a3",3,1,3000,1,1,,2,,
"9e5b1526f35f46eab13af6bf34d2f7f8",1,6,38000,6,1,,2,,
"9e5b1526f35f46eab13af6bf34d2f7f8",3,1,5000,1,1,,2,,
"9e6b3a11bb654bc8aeae3a9f14180788",1,4,24000,3,1,,2,,
"9e6b3a11bb654bc8aeae3a9f14180788",8,1,2000,1,1,,2,,
"9e6b3a11bb654bc8aeae3a9f14180788",4,1,3000,1,1,,2,,
"9e6b3a11bb654bc8aeae3a9f14180788",3,1,6000,1,1,,2,,
"9e960379cd1d4a61b8caf792d5b610cd",3,1,2000,2,1,,1,1,0
"9e960379cd1d4a61b8caf792d5b610cd",1,1,5000,2,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",13,1,8000,1,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",19,1,60000,1,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",4,1,3000,1,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",3,2,6000,2,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",12,1,8000,1,1,,2,,
"9eb87a01395b45ac9a4854b346d2fd02",1,6,35000,6,1,,2,,
"9eba24ef0cd44e578f623b42daadd8c2",8,1,3000,1,1,,2,,
"9eba24ef0cd44e578f623b42daadd8c2",12,1,8000,1,1,,2,,
"9eba24ef0cd44e578f623b42daadd8c2",1,4,28000,4,1,,2,,
"9eba24ef0cd44e578f623b42daadd8c2",3,1,3500,1,1,,2,,
"9eba52050a0049a08e8af4883a44e392",3,1,3000,1,1,,2,,
"9eba52050a0049a08e8af4883a44e392",1,4,20000,5,1,,2,,
"9ed7a2676781477b94f81f605ddf1b91",3,2,8000,1,1,,2,,
"9ed7a2676781477b94f81f605ddf1b91",5,1,50000,1,1,,1,1,0
"9ed7a2676781477b94f81f605ddf1b91",12,1,4000,1,1,,2,,
"9ed7a2676781477b94f81f605ddf1b91",1,6,40000,6,1,,2,,
"9ed7a2676781477b94f81f605ddf1b91",19,1,30000,1,1,,1,1,0
"9f198ca574884c7091adc9cd134a3ea3",1,2,10000,2,1,,2,,
"9f2b19d489c64381aaddfb4cce02568d",1,3,20000,3,1,,2,,
"9f2b19d489c64381aaddfb4cce02568d",19,0,,0,1,,1,1,3000
"9f2b19d489c64381aaddfb4cce02568d",3,2,5000,2,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",13,1,5000,1,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",4,3,7000,3,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",12,6,20000,3,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",3,2,4000,2,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",19,1,50000,1,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",1,3,9000,3,1,,2,,
"9f2b5369bc5e4a8f941af972f91ea329",22,5,30000,5,2,1,,,
"9f2b5369bc5e4a8f941af972f91ea329",5,1,30000,1,1,,2,,
"9f3451aed30948a1b6530ac48207f274",8,1,4000,1,1,,2,,
"9f3451aed30948a1b6530ac48207f274",3,1,5000,1,1,,2,,
"9f3451aed30948a1b6530ac48207f274",1,2,18000,2,1,,2,,
"9f414e2c5d0e41c290bdfd85a29bfd6f",1,5,15000,5,1,,2,,
"9f5ad7852a0a42169e52d6b64dde7e4e",1,2,7000,2,1,,2,,
"9f6e5cc31cff4887aab71e590f1b042a",1,1,2500,1,1,,2,,
"9f6e5cc31cff4887aab71e590f1b042a",3,1,2000,1,1,,2,,
"9f80522ee9de40008a38c9e4a25ec6ca",4,0,,1,1,,1,1,500
"9f80522ee9de40008a38c9e4a25ec6ca",3,1,4000,1,1,,1,1,500
"9f80522ee9de40008a38c9e4a25ec6ca",1,4,25000,4,1,,1,2,1000
"9f838ebb94fd4325b29a9c0af5d4dfed",3,1,2000,1,1,,2,,
"9f838ebb94fd4325b29a9c0af5d4dfed",1,3,15000,3,1,,2,,
"9f8f454ed1364911ab89b8c4f16237ab",22,1,5000,1,1,,2,,
"9f8f454ed1364911ab89b8c4f16237ab",14,1,130000,1,1,,2,,
"9f8f454ed1364911ab89b8c4f16237ab",4,0,,0,1,,1,1,0
"9f8f454ed1364911ab89b8c4f16237ab",1,3,17000,3,1,,2,,
"9f8f454ed1364911ab89b8c4f16237ab",3,1,4000,1,1,,2,,
"9fab9456d6564f0199e9d3bddef4d6da",1,6,40000,4,1,,2,,
"9fab9456d6564f0199e9d3bddef4d6da",3,1,5000,1,1,,2,,
"9fab9456d6564f0199e9d3bddef4d6da",14,0,,0,1,,1,1,30000
"9fb78c3c78404927b8f33d3a6aafdbaf",3,0,,0,1,,1,1,0
"9fb78c3c78404927b8f33d3a6aafdbaf",1,1,3000,2,1,,1,1,0
"9fc5c52e8b5b4f4fbb4b629aa641322f",4,1,2500,1,1,,2,,
"9fc5c52e8b5b4f4fbb4b629aa641322f",1,2,12000,2,1,,2,,
"9fc5c52e8b5b4f4fbb4b629aa641322f",3,2,6000,2,1,,2,,
"9fcd129c95c544e69efeca0bd3c3b8d8",3,1,5000,1,1,,2,,
"9fcd129c95c544e69efeca0bd3c3b8d8",9,1,1500,1,1,,2,,
"9fcd129c95c544e69efeca0bd3c3b8d8",1,2,15000,2,1,,2,,
"9fd0c6d9b69a47c195fb0028536e94f0",13,1,10000,1,1,,2,,
"9fd0c6d9b69a47c195fb0028536e94f0",3,1,3000,1,1,,2,,
"9fd0c6d9b69a47c195fb0028536e94f0",8,1,3000,1,1,,2,,
"9fd0c6d9b69a47c195fb0028536e94f0",1,1,8000,1,1,,2,,
"9fd857088d244d02842c0e7f0f0d774e",3,1,10000,1,1,,2,,
"9fd857088d244d02842c0e7f0f0d774e",14,1,200000,1,1,,2,,
"9fd857088d244d02842c0e7f0f0d774e",1,3,27000,3,1,,2,,
"9fd857088d244d02842c0e7f0f0d774e",22,1,12000,1,1,,2,,
"9fddb7f5bc8049d6a47683f9ee9f059b",1,2,3500,2,1,,1,1,1500
"9fe30174b19447308593d82df6e56e21",22,1,4000,1,1,,2,,
"9fe30174b19447308593d82df6e56e21",3,1,2000,1,1,,2,,
"9fe30174b19447308593d82df6e56e21",1,3,10000,3,1,,2,,
"9fe8b4b2662f40bd9c37442c19160aba",3,1,2500,1,1,,2,,
"9fe8b4b2662f40bd9c37442c19160aba",1,2,5000,2,1,,2,,
"a0080aeee9294a69b56fa37eee7c5600",3,2,7000,2,1,,2,,
"a0080aeee9294a69b56fa37eee7c5600",1,1,5000,1,1,,2,,
"a0080aeee9294a69b56fa37eee7c5600",13,1,4000,1,1,,2,,
"a0080aeee9294a69b56fa37eee7c5600",8,1,3500,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",7,1,5000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",8,1,1000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",3,1,2000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",5,1,30000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",19,1,50000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",12,1,2000,1,1,,2,,
"a03671a2c2ff401f94830d5548a804f9",1,5,20000,5,1,,2,,
"a0424edcbfcb43f0803923adce6375e4",1,2,14000,2,1,,2,,
"a0424edcbfcb43f0803923adce6375e4",4,1,4000,1,1,,2,,
"a0424edcbfcb43f0803923adce6375e4",3,1,5000,1,1,,2,,
"a068544ea2794bdca721e080a992c8f2",4,1,1500,1,1,,2,,
"a068544ea2794bdca721e080a992c8f2",1,2,10000,2,1,,2,,
"a068544ea2794bdca721e080a992c8f2",3,1,3000,1,1,,2,,
"a08468e3285942ccabfcc602d47ffe2d",3,0,,0,1,,1,1,0
"a08468e3285942ccabfcc602d47ffe2d",1,2,13000,2,1,,2,,
"a08468e3285942ccabfcc602d47ffe2d",14,1,200000,1,2,3,,,
"a09fcceb110d4fbd94291a67ff6db4dd",12,1,5000,1,1,,2,,
"a09fcceb110d4fbd94291a67ff6db4dd",3,2,7000,2,1,,2,,
"a09fcceb110d4fbd94291a67ff6db4dd",19,1,45000,1,1,,1,1,0
"a09fcceb110d4fbd94291a67ff6db4dd",1,7,50000,7,1,,2,,
"a09fcceb110d4fbd94291a67ff6db4dd",4,0,,1,1,,1,1,0
"a0c97672aa9a451dbca797f24ef2ea8f",1,3,24000,3,1,,2,,
"a0c97672aa9a451dbca797f24ef2ea8f",3,2,6000,2,1,,2,,
"a0eebd7a23d247bb98143b7343562c0f",8,1,2000,1,1,,2,,
"a0eebd7a23d247bb98143b7343562c0f",1,2,15000,2,1,,2,,
"a0eebd7a23d247bb98143b7343562c0f",3,2,6000,2,1,,2,,
"a10070397462429aa7bba3447710a8be",3,0,,0,1,,1,1,0
"a10070397462429aa7bba3447710a8be",22,0,,1,1,,1,1,0
"a10070397462429aa7bba3447710a8be",1,3,10000,3,1,,2,,
"a10b883d774b4ad5973e34bed51f0de9",19,1,50000,1,1,,1,1,5000
"a10b883d774b4ad5973e34bed51f0de9",13,3,32000,0,1,,2,,
"a10b883d774b4ad5973e34bed51f0de9",1,3,32000,2,1,,2,,
"a10b883d774b4ad5973e34bed51f0de9",3,3,10000,0,1,,2,,
"a11818ca5e604f3cb76bcd190414943c",3,2,7000,2,1,,2,,
"a11818ca5e604f3cb76bcd190414943c",8,1,3000,1,1,,2,,
"a11818ca5e604f3cb76bcd190414943c",1,1,7000,1,1,,2,,
"a11818ca5e604f3cb76bcd190414943c",13,1,10000,1,1,,2,,
"a11818ca5e604f3cb76bcd190414943c",12,1,10000,1,2,1,,,
"a138dfb2f8d64c30b1284f156a032990",1,6,25000,6,1,,2,,
"a138dfb2f8d64c30b1284f156a032990",3,1,5000,1,1,,2,,
"a138dfb2f8d64c30b1284f156a032990",22,1,4000,1,1,,2,,
"a1628b77ba6e44afa92db1f0b985d6b1",19,0,,1,1,,2,,
"a1628b77ba6e44afa92db1f0b985d6b1",3,1,2000,1,1,,2,,
"a1628b77ba6e44afa92db1f0b985d6b1",12,1,2000,1,1,,2,,
"a1628b77ba6e44afa92db1f0b985d6b1",1,3,10000,3,1,,2,,
"a16ed4e1a42244a2b105fe704ec890ad",1,3,15000,3,1,,2,,
"a16ed4e1a42244a2b105fe704ec890ad",3,0,,1,1,,1,1,0
"a16ed4e1a42244a2b105fe704ec890ad",19,0,,0,1,,1,1,0
"a16ed4e1a42244a2b105fe704ec890ad",12,1,12000,0,1,,2,,
"a16ed4e1a42244a2b105fe704ec890ad",4,1,5000,1,1,,2,,
"a171d0dda45341a8b32993e89fa61618",1,2,20000,2,1,,2,,
"a171d0dda45341a8b32993e89fa61618",12,1,10000,1,1,,2,,
"a171d0dda45341a8b32993e89fa61618",3,1,7000,1,1,,2,,
"a1c428fcc6c84be48150936eac2fa9b1",3,0,,0,1,,1,1,0
"a1c428fcc6c84be48150936eac2fa9b1",14,0,,0,1,,1,1,0
"a1c428fcc6c84be48150936eac2fa9b1",1,2,8000,2,1,,1,2,0
"a1c428fcc6c84be48150936eac2fa9b1",22,1,4000,1,1,,2,,
"a1cef5f8f14b49a7b7d9ff348c483481",3,1,6000,1,1,,2,,
"a1cef5f8f14b49a7b7d9ff348c483481",1,2,12000,2,1,,1,2,10000
"a1cef5f8f14b49a7b7d9ff348c483481",4,1,4000,1,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",1,8,66000,8,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",4,3,15000,3,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",3,2,12000,2,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",13,1,7000,1,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",5,1,60000,1,1,,2,,
"a1eb89c276174cec88ee6cfbaaa3ac7a",12,2,8000,2,1,,2,,
"a1f4bdfc16314591ae07c3e1aa6c20bf",22,0,,0,1,,1,1,0
"a1f4bdfc16314591ae07c3e1aa6c20bf",3,1,3000,1,1,,2,,
"a1f4bdfc16314591ae07c3e1aa6c20bf",1,2,8000,2,1,,2,,
"a20abcc5141a4324bdfd913442ba7c74",22,1,7000,1,1,,2,,
"a20abcc5141a4324bdfd913442ba7c74",1,3,19000,3,1,,2,,
"a20abcc5141a4324bdfd913442ba7c74",3,1,5000,1,1,,2,,
"a20abcc5141a4324bdfd913442ba7c74",14,1,150000,1,1,,2,,
"a20abcc5141a4324bdfd913442ba7c74",4,1,2000,1,1,,2,,
"a20d042853d14207a6d8fd60663a234e",3,3,10000,0,1,,2,,
"a20d042853d14207a6d8fd60663a234e",1,5,20000,5,1,,2,,
