"hhid","h9q03a__1","h9q03a__2","h9q03a__3","h9q03a__4","h9q03a__5","h9q03a__7","h9q03a__6","h9q11a","h9q12a","h9q13a","h9q14a","h9q15a","h9q16a"
"3ab0f18d796a424a9874e00ccb966251",2,2,2,2,2,2,2,1,2,2,,2,2
"3ac163c4ce9c45c6bf0811db275ba36e",2,2,2,2,2,2,2,2,2,1,2,2,2
"3af320e86e2641dc8508aea5fcc16590",2,2,2,2,2,2,2,1,2,2,,2,2
"3b010b3b5a0d46eb94cf1e56ff725850",2,2,2,2,2,2,2,2,2,2,,2,2
"3b1718f0d3fb4e629651cf461ee7557c",2,2,2,2,2,2,2,1,2,2,,2,2
"3b486c0be9c6474c803bbeb58aaa0a14",2,2,2,2,2,2,2,2,2,2,,2,2
"3b58eb644c474aa89c1bcecc8d191a48",2,2,2,2,2,2,2,2,2,2,,2,2
"3b6df4237fe04c4baf345c360ea6660d",2,2,1,2,2,2,2,1,2,1,2,1,2
"3b73ebe890704075a97c2d67ff10ff7f",2,2,2,2,2,2,2,1,2,1,2,1,2
"3b8210365ce648f5b0f44e9cbd2d90d2",2,2,2,2,2,2,2,2,2,2,,2,2
"3b86c6ba02e04e1fa750e77add3e1805",2,2,2,2,2,2,2,1,2,1,2,1,2
"3b8b9ab51c37423ba74d7faaea67194b",2,2,2,2,2,2,2,2,2,2,,2,2
"3bae8a3fde124ab782cb7a39c5bdfee9",2,2,2,2,2,2,2,2,2,2,,2,2
"3bb729a3bf1a41918e245a4f0ef36f0d",2,2,2,2,2,2,2,2,2,2,,2,2
"3bfb0921c87c40648bd552e1bdd06838",2,2,2,2,2,2,2,1,2,1,2,2,2
"3c2217d5c921417ebc178f71e87a9d62",2,2,2,2,2,2,2,1,2,1,2,1,2
"3c264506125b425e8f086b6eab486bef",2,2,2,2,2,2,2,1,2,2,,2,2
"3c3497e297b84aea878a303187308283",2,2,2,2,2,2,2,1,2,1,2,1,2
"3c5506b13a194b8d851b8d09375dc6e2",2,2,2,2,2,2,2,2,2,2,,2,2
"3c6222b850c84576a27c8b3441f34e95",2,2,2,2,2,2,2,2,2,2,,2,2
"3c8a5879dde04f8b924caabc7bb74da0",2,2,2,2,2,2,2,2,2,2,,2,2
"3c909c155df640c8acca7d50725bb17e",2,2,2,2,2,2,2,2,2,2,,2,2
"3cb79c9b548f4f3e8844442f80ca9139",2,2,2,2,2,2,2,1,2,1,2,1,2
"3cc09e4c41854f8699331aaff0d0c36f",2,2,2,2,2,2,2,1,2,1,1,2,2
"3cd6b0fc0e4541dbba56c965c71a6997",2,2,2,2,2,2,2,1,2,2,,2,2
"3cdd126c65ce4260b97277bad1b01633",2,2,2,2,2,2,2,2,2,2,,2,2
"3cf3e5d4c6254c6d98d048ca83d040a6",2,2,2,2,2,2,2,2,2,1,2,1,2
"3cf518201590493cb8adb71bb964e726",2,2,2,2,2,2,2,1,2,2,,2,2
"3d13a6faf83146a7afad8da05f7828f8",2,2,2,2,2,2,2,1,2,2,,2,2
"3d19a96aeab94d2c8529dd95b412f3d2",2,2,2,2,2,2,2,2,2,2,,2,2
"3d2326b02ddd4b41929429061657f4b7",2,2,2,2,2,2,2,2,2,2,,2,2
"3d5b2059c4b6403ea16bb75bf2494365",2,2,2,2,2,2,2,1,2,2,,2,2
"3d7b3d04a6cd40f7b00e34ef388034eb",2,2,2,2,2,2,2,1,2,2,,2,2
"3d8f911659254d858bb570a567a5d06b",2,2,2,2,2,2,2,2,2,2,,2,2
"3d934f9027c042ad8a18718ff3574514",2,2,2,2,2,2,2,2,2,2,,2,2
"3da46d5c723b41c4955297d1571c3c9a",2,2,2,2,2,2,2,1,2,1,2,2,2
"3dee9621078242e39cec158e9b729ee2",2,2,2,2,2,2,2,1,2,1,1,1,2
"3df5a1a45d6c4d7883dc3d002178db41",2,2,2,2,2,2,2,1,2,1,2,1,2
"3df762b88c104fceac94e41661800423",2,2,2,2,2,2,2,2,2,2,,2,2
"3e0303b1bb61484c9bcc9d7e53252655",2,2,2,2,2,2,2,2,2,2,,2,2
"3e04d90ac3b3463aa6c94e465a88e110",2,2,2,2,2,2,2,2,2,2,,2,2
"3e0a5363f85f49cc9414cc3ac3b5ade6",2,2,2,2,2,2,2,2,2,2,,2,2
"3e22334e29d144389bec0c64da244c9d",2,2,2,2,2,2,2,2,2,2,,2,2
"3e3473ea731e4edf9fee930189fa68e0",2,2,2,2,2,2,2,2,2,2,,2,2
"3e3d33563d904daf905accfd002fc873",2,2,2,2,2,2,2,1,2,1,2,2,2
"3e585de4d95e4b06be8f7a11274483c3",2,2,2,2,2,2,2,2,2,2,,2,2
"3e7e8b3de8784bb9b765f4c7752b6ded",2,2,2,2,2,2,2,1,2,2,,2,2
"3e86873d49c248c386f34f5524541fc4",2,2,2,2,2,2,2,1,2,2,,2,2
"3ecc6f91ef294895a806e2ad0ad4a979",2,2,,2,2,2,2,1,2,1,2,1,2
"3ed06d7bcb174096be332af22154cc3d",2,2,2,2,2,2,2,2,2,2,,2,2
"3ee43e751a664d1abe9b26f5977c9a34",2,2,2,2,2,2,2,2,2,2,,2,2
"3efe48fb48db43aa8d97ee037c631a49",2,2,2,2,2,2,2,2,2,2,,2,2
"3f16925db6ec40a68bc46dbed4690021",2,2,2,2,1,2,2,1,2,1,2,1,2
"3f1fed9c23804aec908748de089f1c93",2,2,2,2,2,2,2,2,2,2,,2,2
"3f36b6cbcf534a88b49d9f3845f65470",2,2,2,2,2,2,2,1,2,1,2,2,2
"3f384e917296408b86fee68273bde344",2,2,2,2,2,2,2,2,2,2,,2,2
"3f3fedf25b3d4a7899d9bffe6fb1f658",2,2,2,2,2,2,2,1,2,2,,2,2
"3f6bbcf02a1149a484cc0f0f663c54db",,2,2,2,2,2,2,2,2,2,,2,2
"3f9abfed2edf4cc884dcbab10db4849f",2,2,2,2,2,2,2,2,2,2,,2,2
"3faac7a8055f474aa18fdf125ad42647",2,2,2,2,2,2,2,2,2,2,,2,2
"3fb589b011234546a95fe2566db38f45",2,2,2,2,2,2,2,1,2,1,2,1,2
"3fb8d4d90721432f9bd4c3e6927b3c7f",2,2,2,2,1,2,2,1,2,1,2,1,2
"3fbd6d8a4c1243419054224b9f0f1d37",2,2,2,2,2,2,2,1,2,2,,2,2
"3fd41609787344f0801c2918325cd45c",2,2,2,2,2,2,2,2,2,2,,2,2
"3fe4eda5aca04a948d595361c0295e7c",2,2,2,2,2,2,2,1,2,2,,2,2
"3ff160f46a3b4671aa196dc42d96549a",2,2,2,2,2,2,2,1,2,2,,1,2
"404f42d0f05b4d0e8df57aa28868b6d7",2,2,2,2,2,2,2,1,2,2,,2,2
"40665c26f6a74711bca1c113a79fabea",2,2,2,2,2,2,2,2,2,2,,2,2
"4089726857c84e979597dd32f3dcaea8",2,2,2,2,2,2,2,2,2,2,,2,2
"408cad43f46a45e09591e83bfc6e3ac7",2,2,2,2,2,2,2,1,2,2,,2,2
"40a59212572e4dbf924c2e6d751031bd",2,2,2,2,2,2,2,1,2,2,,2,2
"40a59bc3945747cfa11872b03e97172b",2,2,2,2,2,2,2,2,2,2,,2,2
"40a695dff6b14a9aac1f00d57fdcf00a",2,2,2,2,2,2,2,2,2,2,,2,2
"40bbc379b3cd4472b68d8a8c344a861e",2,2,2,2,2,2,2,2,2,2,,2,2
"40bd45903364468c931cc28af39f5064",2,2,2,2,2,2,2,2,2,2,,2,2
"40c891e173024beaa92ab44fa3c8b946",2,2,2,2,2,2,2,1,2,2,,2,2
"40e0a8ec2b5344ee912851ae86bd5171",2,2,2,2,2,2,2,2,2,2,,2,2
"40e4b238a7644ad18bc0ee3f82bb1294",2,2,2,2,2,2,1,2,2,2,,2,2
"40fe671de7d7403db17b5143b9400637",2,2,2,2,2,2,2,2,2,2,,2,2
"4115e61c3e4746c0a901b9884df6db5a",2,2,2,2,2,2,2,2,2,2,,2,2
"41161a7161a7457b84a221d17c13782c",2,2,2,2,2,2,2,1,1,2,,2,2
"41198746385f4ff59785f94d9a8475d1",2,2,2,2,2,2,2,2,2,2,,2,2
"413d5b0ec93349f8979646314ed8ad97",2,2,2,2,2,2,2,2,2,2,,2,2
"4148c3c43e0944e0b8f708379e23070e",2,2,2,2,2,2,2,1,1,2,,2,2
"414d6d0e3b5a490589667ffd66ffadbc",2,2,2,2,2,2,2,2,2,2,,2,2
"416dec136ad7406f8c8760d1e9cfef88",2,2,2,2,2,2,2,2,2,2,,2,2
"41776ecb3d984cebb3c7fceb67431a24",2,2,2,2,2,2,2,1,2,2,,2,2
"419aeb8cf20b477ab14959fed173ed47",1,2,2,2,2,2,2,1,1,1,1,1,1
"41a071f11f70493d95c79e97cdfedc25",2,1,2,2,2,2,2,1,2,1,2,1,2
"41a0d7ea37784a2fa40f381785b4df50",1,2,2,2,2,2,2,1,1,1,2,2,2
"41ba424b666041cda63b370a2a903878",2,2,2,2,2,2,2,1,1,2,,2,2
"41de39edb2fd4bba8a75e66478b9c738",2,2,2,2,2,2,2,1,2,2,,2,2
"420c5338635b4d769aa8fc629ac0b51d",2,2,2,2,2,2,2,1,2,2,,2,2
"423c8841560f462f8234f263318702d7",2,2,2,2,2,2,2,2,2,2,,2,2
"4262515bdbe5433c97ca0af8712f6c5a",2,2,2,2,2,2,2,1,2,1,2,2,2
"42628c9987d74dc68c1ac00a31255fcd",2,2,2,2,2,2,2,2,2,2,,2,2
"4278b9b2a3f54a0ab7d6f0ef477e658b",2,2,2,2,2,2,2,2,2,2,,2,2
"4296df183a47497c87af586bcedc3a7c",2,2,2,2,2,2,2,1,2,1,2,2,2
"42b460c56a684d62abac827c6bfcee5f",2,2,1,2,2,2,2,1,2,2,,2,2
"42c89a0c06dc406daf794cef54865d89",2,2,2,2,2,2,2,1,2,1,2,1,2
"42d193eb14754edc81703ffbec7d3228",2,2,2,2,2,2,2,2,2,2,,2,2
"42d44dcaaccb4d19b16292b8410195d2",2,2,2,2,2,2,2,1,2,2,,2,2
"42d4c1e7b7984e4790ee7ddae6727a71",2,2,2,2,2,2,2,1,2,1,2,1,2
"42d7b53e230f44fab274e33797a03a40",2,2,2,2,2,2,2,2,2,2,,2,2
"42f4799429c6490ebbcd277e13fa744d",2,2,2,2,2,2,2,2,2,2,,2,2
"43043f77f99e421aaa48b4bd6b4bb7fb",2,2,2,2,2,2,2,2,2,2,,2,2
"4310f37c41cc4282b40ed4de953b8451",2,2,2,2,2,2,2,2,2,2,,2,2
"431957a3478248aeb6c4637eda5a1ad4",2,2,2,2,2,2,2,1,2,2,,2,1
"433547d2a44d43449f3724b48dd90cb5",2,2,2,2,2,2,2,2,2,2,,2,2
"43392820ec5e41a382f503a3e366dacb",2,2,1,2,2,2,2,2,2,2,,2,2
"435113f93aec4ce4b5ba918abadcbc60",2,2,2,2,2,2,2,1,2,2,,2,2
"435958379633491091da32dc012eff9c",2,2,2,2,2,2,2,2,2,2,,2,2
"435987dbfde14869be5af088f849bbd4",2,2,2,2,2,2,2,1,1,2,,2,2
"43676e7af3a347c390eb7bc294784dfd",2,2,2,2,2,2,2,1,2,2,,2,2
"43740d64efea4f6f9aae6d98804d35f7",2,2,2,2,2,2,2,2,2,2,,2,2
"439470905bc046a3b4ca092ebbb281fc",2,2,2,2,2,2,2,1,2,1,2,2,2
"43af06e45e854932b354795bd27ced75",2,2,2,2,2,2,2,2,2,2,,2,2
"43b0e1943e7a4c18878c5d16734359f2",2,2,2,2,2,2,2,2,2,2,,2,2
"43bac0bfd7ee426194c740ee447ad4d0",2,2,2,2,2,2,2,2,2,2,,2,2
"43f71a4b91ab4dc5867e722610be922f",2,1,2,2,2,2,2,1,2,1,2,1,2
"4404950885f14440b87036328ae2d180",2,2,2,2,2,2,2,2,2,2,,2,2
"440dd7875bc345c7b08b421faa512592",2,2,2,2,2,2,2,2,2,2,,2,2
"4431b77d140142969216b6a63dc40667",2,2,2,2,2,2,2,1,2,1,2,1,2
"44b53ab146424f6b98d26c6bbd52929d",2,2,2,2,2,2,2,2,2,2,,2,2
"44b7eb6679d04f2192783b1c29b05033",2,2,2,2,2,2,2,1,2,1,2,2,2
"44d4e3fbc0df4168a77b3c996ff96cee",2,2,2,2,2,2,2,1,2,1,2,2,2
"44d8ad0ee1df435dae55f192a03107eb",2,2,2,2,2,2,2,2,2,2,,2,2
"44dc722eea4c4971b24d48f882778e2f",2,2,2,2,2,2,2,2,2,2,,2,2
"44e140bfecf240d5acc7f78e73bf14b6",2,2,2,2,2,2,2,1,2,1,2,2,2
"4506144f72044672bfaf473fd8295aa8",2,2,2,2,2,2,2,1,2,1,2,1,2
"450a4c5b59ca4a10be8d5605481f2625",2,2,2,2,2,2,2,2,2,2,,2,2
"451328a22e46469495762214d4b1df10",2,2,2,2,2,2,2,1,2,1,2,2,2
"4531bc43d3934446bb799695088ca370",2,2,2,2,2,2,2,1,2,2,,2,2
"454d5c38a5cb4edd82cc8ef5f96e8f12",2,2,2,2,2,2,2,2,2,2,,2,2
"45b5acb5476142d7ac20ee5d24095967",2,2,2,2,2,2,2,1,2,2,,2,2
"45eb1e917da9451db9e881e1fa1eaf31",2,2,2,2,2,2,2,2,2,2,,2,2
"45fe14dbb34a4074bc0fd23c317b2177",2,2,2,2,2,2,2,2,2,2,,2,2
"465331c0853145f9b55e651ed0ffb548",2,2,2,2,2,2,2,2,2,2,,2,2
"46836522fff147d2a0b75bc94fec4ea2",2,2,2,2,2,2,2,2,2,2,,2,2
"468d169cb02c428dbe52324c986418af",2,2,2,2,2,2,2,1,2,2,,2,2
"46d2fee36024408e8679826eabd2de51",2,2,2,2,2,2,2,1,2,2,,2,2
"46f5567f540b4d349aa817c1659dc158",1,2,2,2,2,2,2,1,1,2,,1,1
"472b095567564cfe8cb4d4da6bdc3cdb",2,2,2,2,2,2,2,2,2,2,,2,2
"4746ecc14a244dbf9ec933d8ccb48115",2,2,2,2,2,2,2,2,2,2,,2,2
"475ef9bd4a8844ccbc220ff21f90aa8d",2,2,2,2,2,2,2,2,2,2,,2,2
"47647c043c6849689d68bbcf10093e2f",2,2,2,2,2,2,2,2,2,2,,2,2
"476cadeb6b814cc991600a2664047de3",2,2,2,2,2,2,2,2,2,2,,2,2
"476ce5bf870d4dff800dff6927e5e10c",2,2,2,2,2,2,2,2,2,2,,2,2
"478bb11b7570489b81a7b195c95db5bb",2,2,2,2,2,2,2,1,2,2,,2,2
"478c789c61a541fea1929c2a25ebed31",2,2,2,2,2,2,2,1,2,2,,1,2
"47b6785c87844629b614bf449c244fdf",2,2,2,2,2,2,2,1,2,1,2,2,2
"47bb76556a8b4a88ae1d0b6d3e1d609e",2,2,2,2,2,2,2,2,2,2,,2,2
"47dbb99a6fe142329ddabfef5d78d640",2,2,2,2,2,2,2,1,1,1,2,1,2
"481c37f0ecdf4695b5513244789cf32e",2,2,2,2,2,2,2,2,2,2,,2,2
"4854e44da3904bb49b6cc77c09357018",2,2,2,2,2,2,2,1,2,2,,2,2
"485881b6f60a454597da9f4487f31615",2,2,2,2,2,2,2,2,2,2,,2,2
"4864b552d6f54bd7957c946a94ea8f4c",2,2,2,2,2,2,2,2,2,2,,2,2
"487985446fde4b70ad526bd6a73c9b65",1,2,2,2,2,2,2,1,2,1,2,2,2
"487fbda86e8e40ca8f2d68ac4bf3f5be",2,2,2,2,2,2,2,2,2,2,,2,2
"4898d4c83547442a8418efb00ae40aaf",2,2,2,2,2,2,2,1,2,2,,2,2
"489b6a0849fe448b9483256266506ef2",2,2,1,2,2,2,2,1,2,2,,2,2
"48a0e40cceb547b1b876034efb4fd16b",2,2,2,2,2,2,2,1,2,1,2,2,2
"48b970865cd6430fb2683b2ed40a95da",2,2,2,2,2,2,2,1,2,1,2,1,2
"48e3d859a85c4ccd9973f89aaf001129",2,2,2,2,2,2,2,1,2,1,2,2,2
"49579a9ec19249ac8623b15013499b53",2,2,2,2,2,2,2,1,2,2,,2,2
"495f071218774484b56d520ad983b7e8",2,2,2,2,2,2,2,2,2,2,,2,2
"496e720d7b67421b8350646ddf9af9f2",,2,2,2,2,2,2,2,2,2,,2,2
"49992cdfc9374a0f92856a892a32e7ef",2,2,2,2,2,2,2,2,2,2,,2,2
"49a0ea12aca04db3812c4704772e5186",2,2,2,2,2,2,2,2,2,2,,2,2
"49aee03e5c2f45e1b99b5fc39d809bf6",2,2,2,2,2,2,2,2,2,2,,2,2
"4a1416a4b0874159aff36a5f93191020",2,2,2,2,2,2,2,2,2,2,,2,2
"4a8e3be9296a4254b35b14d36c81c065",2,2,2,2,2,2,2,1,2,1,2,1,2
"4aa7e3e3aa76461eb2006f013c593752",2,2,2,2,2,2,2,1,2,1,2,2,2
"4ae5806130cc4430bcbb1432f94d183c",2,2,2,2,2,2,2,2,2,2,,2,2
"4ae5a516e47d467e96c4029a0000f4b4",2,2,2,2,2,2,2,2,2,2,,2,2
"4aff9ba979d844f298d8883e424e68d8",2,2,2,2,2,2,2,1,2,1,2,2,2
"4b285f0f20c646dea7e3dd2da5a0cc5c",2,2,2,2,2,2,2,2,2,2,,2,2
"4b389f7ef0e44209955498547358d823",2,2,2,2,2,2,2,1,2,2,,2,2
"4b3c9e5d76624c4fa83ed844ba9a372f",2,2,2,2,2,2,2,2,2,2,,2,2
"4b3eb3160b6b4a0f9836788247843565",2,2,2,2,2,2,2,2,2,2,,2,2
"4b451405a99342a5a1343b0154c8c557",2,2,2,2,2,2,2,1,2,2,,2,2
"4b58c81f7d1f4abab327ee3ad76190fb",2,2,2,2,2,2,2,2,2,2,,2,2
"4b7b477a6d214019ab531b245c5c6474",2,2,2,2,2,2,2,2,2,2,,2,2
"4b8d2fc438d344cf9d22130086979cf4",2,2,2,2,2,2,2,2,2,2,,2,2
"4bacf056815b472990452d1615d71d5b",2,2,2,2,2,2,2,2,2,2,,2,2
"4bba574bbf8f46ccbc10019d13da3841",2,2,2,2,2,2,2,2,2,2,,2,2
"4c1e2d5397df4f3d8be86f71385dd9b5",2,2,2,2,2,2,2,2,2,2,,2,2
"4c2b6ab893a74753b5aed1853e854af6",2,2,2,2,2,2,2,2,2,2,,2,2
"4c3aec246d9a454a89c777d51431d7ee",2,2,2,2,2,2,2,2,2,2,,2,2
"4c651601455d47ebb4b2d6cda3aeb796",2,2,2,2,2,2,2,1,2,1,2,2,2
"4c6bdc6e6d4d419aa1a7918d671d0e87",2,2,2,2,2,2,2,2,2,2,,2,2
"4c6ccee1737e46ffb38c5437e551e3c3",2,2,2,2,2,2,2,2,2,2,,2,2
"4c747abf91d94f19b0ff3f67881f18e6",2,2,1,2,2,2,2,2,2,1,2,2,2
"4c930656ec914ea9b7b0a7d3f618ffb4",2,2,2,2,2,2,2,2,2,2,,2,2
"4c94e59d3e064e91abf311c347c25270",2,2,2,2,2,2,2,2,2,2,,2,2
"4caade3e60ef449893243513847812a0",2,2,2,2,2,2,2,2,2,2,,2,2
"4cdfca9cc91f4424a80d361df06952e7",1,1,2,2,2,1,2,1,1,1,2,2,2
"4ce75b49d19f496f9dec50c50813251f",2,2,2,2,2,2,2,2,2,2,,2,2
"4d06bd2529aa4381816fb485f8dac688",2,2,2,2,2,1,2,2,2,2,,2,2
"4d110b7d326c4109b1a2f5cb987eef92",2,2,2,2,2,2,2,2,2,2,,2,2
"4d163b2ea24c4d54806ef89c90376f19",2,2,2,2,2,2,2,2,2,2,,2,2
"4d58adc564a84c70adbd694836fcbdd6",2,2,2,2,2,2,2,1,2,1,2,2,2
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",2,2,2,2,2,2,2,2,2,2,,2,2
"4d77a6468adb430faa1279387ee1a0d8",2,2,2,2,2,2,2,2,2,2,,2,2
"4d831e3912f4492d9726551c75523d5e",2,2,2,2,2,2,2,2,2,2,,2,2
"4d9c0e82ba36408b99ae5d0f0d84c790",2,2,2,2,2,2,2,1,2,2,,2,2
"4db9eefc7f49412d892c34cfee36b63d",2,2,2,2,2,2,2,1,2,1,2,1,2
"4dc1313378ca44dd848171398ffeab5a",2,2,2,2,2,2,2,2,2,2,,2,2
"4dc2ee3adf1245ff8f4e225adb0f4cbc",2,2,2,2,2,2,2,2,2,2,,2,2
"4dca9fca223242148ba754990e922fd0",2,2,2,2,2,2,2,2,2,2,,2,2
"4dce18d3d0104e02a6e7cf02881f317c",2,2,2,2,2,2,2,2,2,2,,2,2
"4dfc5e6dea2943d39a54ec4f5c22e1e0",2,2,2,2,2,2,1,2,2,2,,2,2
"4e357f82506240e490a9b23b571114bf",2,2,2,2,2,2,2,2,2,2,,2,2
"4e8cf88d853d4485aa1754e57242b25a",2,2,2,2,2,2,2,1,2,1,2,2,2
"4eacf3a441324962bebe71deb6a484a9",2,2,2,2,2,2,2,1,2,2,,2,2
"4eb28ac9ee9849f69d0f9806d6e8aa6e",2,2,2,2,2,2,1,1,2,1,2,1,2
"4ec2b0b632f54d069bc6da7b7ed1e91d",2,2,2,2,2,2,2,2,2,2,,2,2
"4f079774a5ee485588ae4cfff939b089",2,2,2,2,2,2,2,1,2,1,2,1,2
"4f1061a0b3ca439abc538fde335b4ba9",2,2,2,2,2,2,2,2,2,2,,2,2
"4f4a1fbe2ba741a88426a21e99551e35",2,2,2,2,2,2,2,1,2,2,,2,2
"4faea088444d454e8a3f7e7887be6b89",2,2,2,2,2,2,2,2,2,2,,2,2
"4fcac595a4bf40d69cba13807e4dfe71",2,2,2,2,2,2,2,1,2,1,2,2,2
"4fecc31eb7ee465587da09e32e2bf4a0",2,2,2,2,2,2,2,2,2,2,,2,2
"501f83b984f34171adfa1850fc82f12a",2,2,2,2,2,2,2,2,2,2,,2,2
"504c4ad1324e4496b358effae531fd25",2,2,2,2,2,2,2,2,2,2,,2,2
"5057ade8d6ee44db9a9fdb29ef5f15d3",2,2,2,2,2,2,2,1,2,1,2,1,2
"5080bcd282ac4ec889af3bf823de55b6",1,2,2,2,2,2,2,1,1,1,1,1,2
"5083de06b7284974819a0edafe4f2c9d",2,2,2,2,2,2,2,1,1,1,2,1,2
"50af7990fb164f51bb03105db8e410cf",2,2,2,2,2,2,2,1,2,2,,2,2
"50b14fc9fac141cea423200916456292",2,2,2,2,2,2,2,2,2,2,,2,2
"50ce0aeb4a3a4ce4aa88a8d83a3c9d73",2,2,2,2,1,2,2,2,2,2,,2,2
"50e0bd6fa19a4d4f8c96669910359c91",2,2,2,2,2,2,2,2,2,2,,2,2
"50f1b984182f4ad383b4dcdf8685981a",2,2,2,2,2,2,1,2,2,2,,2,2
"510913bc5f8b459d8e798d7f01ded394",2,2,2,2,2,2,2,2,2,2,,2,2
"510d48e5c8f845c6ae72abab30bd50a1",2,2,2,2,2,2,2,2,2,2,,2,2
"511a2974a3ce48ff88c08b1b3dd7c2da",2,2,2,2,2,2,2,1,2,2,,2,2
"5120b1ab49fe44cab5b197e3615a670f",2,2,2,2,2,2,2,2,2,2,,2,2
"515101ffb1f5495eba8eacd974f4f63a",2,2,2,2,2,2,2,2,2,2,,2,2
"5194755e4fc140498ff85f1759ca8895",2,2,2,2,2,2,2,2,2,2,,2,2
"519b87abc4e04a6a8046234b94b91cb3",2,2,2,2,2,2,2,2,2,2,,2,2
"51a5917cfc8743e59c4c4f7df9993550",2,2,2,2,2,2,2,1,2,2,,2,2
"51b52b3dedef49bf9619f8af719e314f",2,2,2,2,2,2,2,2,2,2,,2,1
"51c657fb541547739f4247c1aaf157c5",2,2,2,2,2,2,2,1,2,1,2,1,2
"51dccf3bbb3740c1962c5d34f32f5dcd",2,2,2,2,2,2,2,1,2,1,2,2,2
"51f6b6d5efc3486fb2d24b96b9e2e55f",2,2,2,2,2,2,2,1,2,2,,2,2
"51f821da5e3b496691df059d05f9eb3a",2,2,2,2,2,2,2,2,2,1,2,1,2
"52076a5ef3a04ca0a5aa60457ee9618d",2,2,2,2,2,2,2,2,2,2,,2,2
"5274f9bea0984985b3e8f56b6bd1b8b9",2,2,2,2,2,2,2,1,2,1,2,2,2
"528a91a62f9c4010a705c622bda84d3a",2,2,2,2,2,2,2,2,2,2,,2,2
"52b1e0c2db054589afd4f57f1554d2e2",2,2,2,2,2,2,2,2,2,2,,2,2
"52bd215abb644575896b9092ec4486e8",2,2,2,2,2,2,2,2,2,2,,2,2
"52cbe6a1b6b8481cabe9c7d5fe14f626",2,2,2,2,2,2,2,2,2,2,,2,2
"52de213e292544f28f0e0a19e6a6f931",2,2,2,2,2,2,2,2,2,2,,2,2
"5350bcf3dc074d5fba68113e0ed56efe",2,2,2,2,2,2,2,2,2,2,,2,2
"536a86389bc44ea4b9d6e7184726c1c8",2,2,2,2,2,2,2,2,2,2,,2,2
"53a0bbca47fb4e3686bcb4d9354da3c5",1,2,2,2,2,2,2,1,1,1,1,2,2
"53a99bc9b4cf41cbb7e38fa15a64ef34",2,2,2,2,2,2,2,2,2,2,,2,2
"53b1a669bae44dfb90538bebac5ea03b",2,2,2,2,2,2,2,2,2,2,,2,2
"53c20663c7bf4fc398a61dc1871af526",2,2,2,2,2,2,2,1,2,1,2,2,2
"53f34901daf0423aacc3dfa377981d2c",2,2,2,2,2,2,2,1,2,2,,2,2
"542d0511fbf14d0c840412b8c4a21e09",2,2,2,2,2,2,2,1,2,2,,2,2
"545e128f868a48fb90e83536e307e822",2,2,2,2,2,2,2,1,2,2,,2,2
"549db14fab984d75bb4096ff0d918c37",1,2,2,2,2,2,2,1,1,1,2,1,1
"54be45fa86f24a8f9ecb581f78f992b8",2,2,2,2,2,2,2,2,2,2,,2,2
"54f72efdcb124addbf1a5ddc89f27920",2,2,2,2,2,2,2,2,2,2,,2,2
"54ff8f8e953342da96062ae5d6c862de",2,2,2,2,2,2,2,2,2,2,,2,2
"550878e14ace4f93a3e4b486d070efa8",2,2,2,2,2,2,2,2,2,2,,2,2
"55184d4e2cef4b68b0814974b9b43785",2,2,2,2,2,2,2,2,2,2,,2,2
"5531b1d7466248e688ff0e6f58332ec7",2,2,2,2,2,2,2,2,2,2,,2,2
"553887c6c4b3465d9ea013cd04d7b350",2,2,2,2,2,2,2,1,2,1,2,1,2
"555ccfcf9a0944c0866a2edf5a6903e0",2,2,2,2,2,2,2,2,2,1,2,1,2
"5576ad774bfb4fb08234bbfef5d92b5c",2,2,2,,2,2,2,2,2,2,,2,2
"55c3d1e4e7fa4ece8a7b30a7155ec1e2",2,2,2,2,2,2,2,2,2,2,,2,2
"55cb0ac9e985428394d3f0085cd05ffe",2,2,2,2,2,2,2,2,2,2,,2,2
"55e256a234e141cea64051f860072767",2,2,2,2,2,2,2,2,2,2,,2,2
"5607c974af294c06b528674ba44a3bc5",2,2,2,2,2,2,2,1,2,2,,2,2
"561116298ecf4cdcb622a9c49b49ab6e",2,2,2,2,2,2,2,2,2,1,2,2,2
"5617b8c8b9b64ab98375b724978b8ff9",2,2,2,2,2,2,2,1,2,2,,2,2
"561b22f3db874c2d9200f5fc5fcd8815",2,2,2,2,2,2,2,1,2,2,,2,2
"561b9da0e83b491fbe93b0b5dc93dbff",2,2,2,2,2,2,2,1,2,2,,2,2
"5650605514ae405cad87c8e185fc51cd",2,2,2,2,2,2,2,1,2,1,2,2,2
"567065d1813e402aae322ad0a6096c6a",2,2,2,2,2,2,2,2,2,2,,2,2
"56746c03ed274ca097e558508cdd7803",2,2,2,2,2,2,2,2,2,2,,2,2
"56791b0c00ac4630824393ed6ddea3d9",2,2,2,2,2,2,2,1,2,2,,2,2
"5694adb9ef8f4479a85d95a4dee40cf4",2,2,2,2,2,2,2,2,2,2,,2,2
"56a7e497535c45e494b51dc228c383a0",2,2,2,2,2,2,2,2,2,2,,2,2
"56bb6433aa6f4ca9af100b667c2f137e",2,2,2,2,2,2,2,2,2,2,,2,2
"56ce385d39df4a0590ca4243ad2fcc2b",2,2,2,2,2,2,2,2,2,2,,2,2
"56e2f95e0a8f49ee994aaf22ce16ef5e",2,2,2,2,2,2,2,2,2,2,,2,2
