"hhid","parcelID","pltid","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06b_1","s5aq06a_1","s5aq06c_1","s5aq06d_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3_1","s5aq06a4_1","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g_1","s5aq11h_1","s5aq12_1","s5aq13_1","s5aq14a_1","s5aq14b_1","s5aq15_1","s5aq16_1","s5aq17_1","s5aq18_1","s5aq19_1","s5aq20_1","s5aq21_1","s5aq22_1","s5aq23a_1","s5aq23b_1","s5aq06b_2","s5aq06a_2","s5aq06c_2","s5aq06d_2","s5aq06e_2","s5aq06e_1_2","s5aq06f_2","s5aq06f_1_2","s5aq06a_1_2","s5aq06a_2_2","s5aq06a3_2","s5aq06a4_2","s5aq07a_2","s5aq07b_2","s5aq07c_2","s5aq08_2","s5aq09_2","s5aq10_2","s5aq11e_2","s5aq11f_2","s5aq11g_2","s5aq11h_2","s5aq12_2","s5aq13_2","s5aq14a_2","s5aq14b_2","s5aq15_2","s5aq16_2","s5aq17_2","s5aq18_2","s5aq19_2","s5aq20_2","s5aq21_2","s5aq23a_2","s5aq23b_2","harvest1","s5aq06b_11","s5aq06a_11","s5aq06c_11","s5aq06d_11","s5aq06e_11","s5aq06e_1_11","s5aq06f_11","s5aq06f_1_11","s5aq06a_1_11","s5aq06a_2_11","s5aq06a3_11","s5aq06a4_11","s5aq07a_11","s5aq07b_11","s5aq07c_11","s5aq08_11","s5aq09_11","s5aq10_11","s5aq11e_11","s5aq11f_11","s5aq11g_11","s5aq11h_11","s5aq12_11","s5aq13_11","s5aq14a_11","s5aq14b_11","s5aq15_11","s5aq16_11","s5aq17_11","s5aq18_11","s5aq19_11","s5aq20_11","s5aq21_11","s5aq22_11","s5aq23a_11","s5aq23b_11","s5aq06b_21","s5aq06a_21","s5aq06c_21","s5aq06d_21","s5aq06e_21","s5aq06e_1_21","s5aq06f_21","s5aq06f_1_21","s5aq06a_1_21","s5aq06a_2_21","s5aq06a3_21","s5aq06a4_21","s5aq07a_21","s5aq07b_21","s5aq07c_21","s5aq08_21","s5aq09_21","s5aq10_21","s5aq11e_21","s5aq11f_21","s5aq11g_21","s5aq11h_21","s5aq12_21","s5aq13_21","s5aq14a_21","s5aq14b_21","s5aq15_21","s5aq16_21","s5aq17_21","s5aq18_21","s5aq19_21","s5aq20_21","s5aq21_21","s5aq23a_21","s5aq23b_21"
"619fef57a78c447baf37a50fa34915b5",1,2,420,1,2,1,22,21,20,22,10,2018,11,2018,1,2,,,16,20,22,320000,2,0,1,1,,,3,2,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619fef57a78c447baf37a50fa34915b5",1,3,130,1,2,1,10,1,22,110,12,2018,1,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,9,10.5,45,130,2,2019,2,2019,2,,1,2,10,45,9,715000,2,0,2,,1,2,0,0.5,0,0,0,0,,4,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619fef57a78c447baf37a50fa34915b5",1,3,210,2,2,1,20,3,45,20,11,2018,11,2018,1,2,,,1,45,20,30000,2,0,1,1,,,0,2,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619fef57a78c447baf37a50fa34915b5",1,4,620,1,2,1,10,11,20,130,12,2018,9,2019,1,2,,,0,,,,,,,,,,2,9,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619fef57a78c447baf37a50fa34915b5",1,5,310,2,2,1,22,9,42,6,12,2018,12,2018,1,2,,,0,,,,,,,,,,4.5,2.5,0,0,1,0,,4,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619fef57a78c447baf37a50fa34915b5",1,6,420,1,2,1,22,20,20,22,12,2018,12,2018,1,1,,,10,20,22,210000,2,0,1,1,,,5,1,0,0,0,20,2,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61da749fb95c432dabf6c100b9776119",1,1,310,1,2,1,10,3,44,60,12,2018,1,2019,1,1,,,2,44,10,180000,3,0,1,1,,,0,0.6,0,0,0.4,0,,6,1,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61da749fb95c432dabf6c100b9776119",2,1,742,1,2,1,68,12,20,8,7,2018,12,2018,1,1,,,12,20,68,36000,3,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61da749fb95c432dabf6c100b9776119",2,1,210,1,2,1,22,3,14,10,11,2018,12,2018,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,4,22,2,45,20,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,1.5,0,0,0.5,0,,6,2,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61da749fb95c432dabf6c100b9776119",2,1,741,1,2,1,68,62,20,10,7,2018,12,2018,1,1,,,14,20,68,84000,3,0,1,1,,,0,48,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61e93a58026946fdb9bdeb1e361f222a",2,1,810,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61e93a58026946fdb9bdeb1e361f222a",2,1,741,1,2,1,67,36,20,25,7,2018,12,2018,1,1,,,18,20,67,180000,2,0,1,1,,,3,15,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61e93a58026946fdb9bdeb1e361f222a",3,1,820,1,2,1,22,2.5,44,20,7,2018,12,2018,1,1,,,2.5,44,22,225000,2,0,1,1,,,0,0,0,0,0,0,,4,1,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61e93a58026946fdb9bdeb1e361f222a",3,1,744,1,2,1,68,40,20,10,7,2018,12,2018,1,1,,,30,20,68,150000,2,0,1,1,,,5,5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620f96a3fbb848b19b0cc64eff9555da",1,1,130,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620f96a3fbb848b19b0cc64eff9555da",1,1,630,1,2,1,10,3,40,80,1,2019,4,2019,1,1,,,0.5,40,10,20000,2,0,1,1,,,0.25,1.25,0,0,0,0,,4,1,4,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620f96a3fbb848b19b0cc64eff9555da",1,2,620,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620f96a3fbb848b19b0cc64eff9555da",2,1,320,1,2,1,22,3,45,15,11,2018,12,2018,1,1,,,3,45,22,54000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620f96a3fbb848b19b0cc64eff9555da",3,1,130,1,2,1,22,3,12,10,11,2018,12,2018,1,1,,,0,,,,,,,,,,0.5,2.5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621851da7d8944969d5864d8a6486bdb",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621851da7d8944969d5864d8a6486bdb",1,3,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621851da7d8944969d5864d8a6486bdb",1,4,210,1,2,1,22,4,45,18,10,2018,10,2018,1,1,,,0,,,,,,,,,,1,3,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621a09ec49f2455eb5f18f32fa169e71",1,1,150,2,2,1,10,1.5,45,100,11,2018,11,2018,2,,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621a09ec49f2455eb5f18f32fa169e71",2,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622adfbe9fea42cf8fe649eff187b703",2,1,150,8,2,1,9,8,45,120,1,2019,1,2019,2,,7,8,6,45,9,600000,2,0,2,,7,8,0,1.5,0,0,0,0,,4,2,,0.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622adfbe9fea42cf8fe649eff187b703",2,1,340,8,2,1,10,4,35,100,12,2018,12,2018,2,,7,8,0,,,,,,,,,,0,3.5,0,0,0,0,,4,2,,0.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6231d574dfe2494f9c8b367b4af6256a",1,1,210,4,2,1,22,3,24,15,10,2018,10,2018,1,4,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6231d574dfe2494f9c8b367b4af6256a",1,1,630,4,2,1,22,2,20,15,8,2019,8,2019,1,4,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6231d574dfe2494f9c8b367b4af6256a",1,1,130,4,2,1,22,1,23,15,11,2018,11,2018,1,4,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6231d574dfe2494f9c8b367b4af6256a",1,2,811,4,2,1,10,3,24,100,9,2018,11,2018,1,1,,,3,24,10,180000,2,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62484bec83fd4f1da70b5a1bbf048e7e",1,1,210,1,2,1,1,120,35,1,10,2018,10,2018,1,1,,,120,35,1,120000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62484bec83fd4f1da70b5a1bbf048e7e",1,1,130,1,2,1,20,3,35,20,11,2018,11,2018,1,1,,,3,35,20,30000,2,0,1,1,,,0,0,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"625d906e24e84f58968078f302bdac2b",3,1,741,1,2,1,69,5,20,12,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"625d906e24e84f58968078f302bdac2b",4,1,210,1,2,1,1,30,45,1,9,2018,10,2018,1,1,,,0,,,,,,,,,,0,20,0,0,10,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626dcc81c2af4ea782831dbc61a1a299",1,1,741,1,2,1,68,36,20,10,6,2018,12,2018,1,1,,,0,,,,,,,,,,0,36,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626dcc81c2af4ea782831dbc61a1a299",1,1,210,1,2,1,22,1,14,15,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,4,22,1.5,45,20,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,1,0,0,0.5,0,,6,2,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626dcc81c2af4ea782831dbc61a1a299",1,2,610,1,2,1,10,1.5,20,100,12,2018,12,2018,1,1,,,0.5,20,10,30000,3,0,1,1,,,0,0.7,0,0,0.3,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626dcc81c2af4ea782831dbc61a1a299",1,3,310,1,2,1,22,3,44,15,1,2019,1,2019,1,1,,,1,44,22,10000,3,0,1,1,,,0,1,0,0,1,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62899cb37c684975ab6393832eb4c221",1,1,741,2,2,1,68,282,20,15,7,2018,12,2018,1,1,,,210,20,68,2000000,2,0,1,1,,,0,72,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62899cb37c684975ab6393832eb4c221",1,2,210,2,2,1,1,12,24,1,11,2018,12,2018,1,2,,,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,10,2,45,100,12,2018,12,2018,1,2,,,1,45,10,120000,2,0,1,2,,,0,1,0,0,0,0,,4,2,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62899cb37c684975ab6393832eb4c221",1,3,610,2,2,1,10,2,20,100,1,2019,1,2019,1,2,,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62899cb37c684975ab6393832eb4c221",1,4,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62899cb37c684975ab6393832eb4c221",3,1,741,2,2,1,68,220,20,15,7,2018,12,2018,1,2,,,220,20,68,2500000,2,0,1,2,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6292dd9c31664982b0eb9f6a99fad2bf",1,1,741,2,2,1,68,160,20,15,1,2019,6,2019,2,,2,,80,20,68,400000,5,0,1,2,,,0,80,0,0,0,0,,6,2,,0,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6299b499352a44a289c20a121b50f909",1,1,741,8,2,1,68,20,20,16,8,2018,12,2018,2,,1,8,0,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6299b499352a44a289c20a121b50f909",2,1,741,8,2,1,69,18,20,12,8,2018,12,2018,2,,1,8,0,,,,,,,,,,8,10,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6299b499352a44a289c20a121b50f909",3,1,812,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6299b499352a44a289c20a121b50f909",4,1,812,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62b3ed471e064d868c80041541667541",1,1,130,2,2,1,37,1,21,15,10,2018,10,2018,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62b3ed471e064d868c80041541667541",1,1,141,2,2,1,22,3,41,15,12,2018,12,2018,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,4,1,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62b3ed471e064d868c80041541667541",2,1,741,2,2,1,68,30,20,1,7,2018,12,2018,2,,1,2,10,20,68,100000,2,0,2,,1,2,2,18,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62b3ed471e064d868c80041541667541",2,1,810,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62b3ed471e064d868c80041541667541",2,1,210,2,2,1,1,10,24,1,10,2018,10,2018,2,,1,2,0,,,,,,,,,,0,0,0,0,0,0,,6,2,,0,,3,,1,45,45,,11,2018,12,2018,2,,1,2,30,45,1,69000,2,0,2,,1,2,0,15,0,0,0,0,,4,1,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c05af903a244399a7eb6b19577120e",1,1,210,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c05af903a244399a7eb6b19577120e",2,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,1,310,4,2,1,10,1,32,60,12,2018,12,2018,2,,1,2,0,,,,,,,,,,0.5,0.5,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,1,741,4,2,1,68,120,20,7,7,2018,12,2018,2,,1,2,50,20,68,480000,2,0,2,,1,2,10,60,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,2,130,4,2,1,10,2,23,70,12,2018,1,2019,2,,1,2,0,,,,,,,,,,1,1,0,0,0,0,,6,2,,0,,1,1,10,2,45,110,12,2018,1,2019,2,,1,2,0,,,,,,,,,,1,1,0,0,0,0,,4,2,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,2,210,4,2,1,10,1,45,90,11,2018,11,2018,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,10,20,45,120,12,2018,12,2018,2,,1,2,19,45,10,4000000,2,0,2,,1,2,0,1,0,0,0,0,,4,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,3,630,4,2,1,10,3,20,130,10,2018,1,2019,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,4,811,4,2,1,10,2,24,80,12,2018,12,2018,2,,1,2,2,24,10,160000,2,0,2,,1,2,0,0,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62c9c056aa8541a29dee118a5da4a55b",1,5,620,1,2,1,10,2,20,130,12,2018,1,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
