"hhid","ALiveStock_Small_ID","s6bq01","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"7bf504f6876545639e755c4ff1619b1f",18,1,4,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,1
"7c12e0ea1d4e4715b33ca829365fc859",22,1,2,2,,2,4,2,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,5,2
"7c12e0ea1d4e4715b33ca829365fc859",18,1,3,1,,1,4,2,0,,,2,2,0,0,0,0,1,0,,0,,0,4,6,1
"7c12e0ea1d4e4715b33ca829365fc859",19,1,10,1,2,1,4,2,0,,,10,1,0,0,0,0,0,0,,1,80000,0,4,6,1
"7c569b785e874befb2b1fa6bc2d09584",19,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,1,0,,0,,0,2,6,1
"7c569b785e874befb2b1fa6bc2d09584",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"7c954bf1bf664da49d8874001f2d7381",19,1,2,1,,1,,1,0,,,3,0,0,0,0,0,1,0,,0,,0,1,5,2
"7c9c792164324355bc54668032488e66",19,1,4,1,2,1,2,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,3,2
"7ca617a1e1204310b23a1c4707adf3f8",19,1,4,2,,2,,2,0,,,6,0,0,0,0,0,0,0,,2,60000,0,5,6,2
"7ca617a1e1204310b23a1c4707adf3f8",20,1,2,2,,2,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"7cb66aeeb60e4ee49698c72777425cb2",19,1,1,1,2,2,3,2,0,,,0,0,1,0,0,0,0,0,,0,,0,6,1,1
"7cb66aeeb60e4ee49698c72777425cb2",22,1,2,1,2,2,3,2,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,5,1
"7ce2c657a5f8477bacc9767d3c37d996",22,1,3,1,6,1,6,2,0,,,6,0,0,0,0,0,3,0,,0,,0,1,3,1
"7ce2c657a5f8477bacc9767d3c37d996",19,1,1,1,6,1,6,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"7d41679b9a7e47f2a724889bef4d175f",22,1,5,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,5,1
"7d41679b9a7e47f2a724889bef4d175f",18,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"7d41679b9a7e47f2a724889bef4d175f",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"7d44a0f2670d499e8e94f79110a9e4f4",19,1,2,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,1,85000,0,1,,1
"7d9cc29e99d342b69da54fac681858b8",19,1,10,1,2,2,,2,0,,,9,2,0,0,0,1,0,0,,0,,0,6,5,2
"7d9e7ac7f1d548839ce94ed872afa095",18,1,2,1,,1,4,2,0,,,2,1,0,0,0,0,0,0,,1,100000,0,1,6,2
"7d9e7ac7f1d548839ce94ed872afa095",19,1,3,1,,1,4,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,1,2
"7deebc51089746ed99e16cf3ddc433ad",22,1,1,1,2,1,2,2,0,,,1,5,0,0,0,0,0,0,,5,40000,0,1,5,1
"7dfced6cbc8848e19244887384b283d1",19,1,2,2,,2,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"7dfced6cbc8848e19244887384b283d1",18,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"7e08b7dbbab14a8b9c0c73accf382d65",19,1,6,1,7,1,7,2,0,,,4,2,0,0,0,0,0,0,,0,,0,6,,1
"7e08b7dbbab14a8b9c0c73accf382d65",22,1,3,7,,7,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"7e11200d01e142fcbb945dfe20d3d6d2",19,1,2,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,2,130000,0,1,,1
"7ed5a174d4464ea7b679184bdd816f17",18,1,1,3,,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"7ed5a174d4464ea7b679184bdd816f17",19,1,1,3,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"7f18080980ae4069a9c1dd53aa99d928",21,1,1,1,,2,7,1,0,,,0,0,1,0,0,0,0,0,,0,,0,6,5,1
"7f6cd6fd8cc24f038446e20e163e6276",22,1,1,,,,,2,0,,,5,0,0,0,0,0,0,0,,4,160000,0,1,,2
"7fb6d302e9724029be9d38af7fa4580b",18,1,1,10,,12,,2,0,,,3,0,0,0,0,0,0,0,,2,75000,0,3,,1
"7ff0a48d3d1e4ec2a5f27d437483da61",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"7ffd0f7a4352484f8a54a1c83dab22e1",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,2
"7ffd0f7a4352484f8a54a1c83dab22e1",19,1,2,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,1,49000,0,1,6,2
"80165b71b52d4451866e493156a95c54",18,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"80165b71b52d4451866e493156a95c54",20,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"80165b71b52d4451866e493156a95c54",21,1,3,1,,1,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"80165b71b52d4451866e493156a95c54",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"803d97f117e04a4b8c9c38f2e87bf41f",19,1,4,,,,,2,0,,,5,1,0,0,0,0,0,0,,2,130000,0,1,5,1
"8042e10a7e3f4b5388e40f875e9b129b",18,1,2,1,2,1,2,2,0,,,3,1,0,0,0,0,0,0,,2,120000,0,1,5,1
"8042e10a7e3f4b5388e40f875e9b129b",19,1,7,1,2,1,2,2,0,,,4,4,0,0,0,0,0,0,,1,100000,0,1,5,1
"80685e65116449b2bdbd5a716add2883",19,1,3,2,,2,,2,0,,,3,1,0,0,0,1,0,0,,0,,0,1,5,1
"80685e65116449b2bdbd5a716add2883",18,1,1,2,,2,,2,1,2,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"806e1e5f6524406690e67a1465f51506",19,1,0,,,,,,0,,,3,0,0,3,0,0,0,0,,0,,0,1,5,1
"806e1e5f6524406690e67a1465f51506",18,1,0,,,,,,0,,,2,0,0,2,0,0,0,0,,0,,0,1,,1
"8086d94e4b0e47dbab65e9ef255366d9",18,1,1,1,,1,2,2,2,1,2,1,0,0,0,0,0,0,0,,0,,0,6,1,1
"8086d94e4b0e47dbab65e9ef255366d9",19,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,3,1
"809eed217de24680971a954003c0a4ca",18,1,0,,,,,,0,,,2,0,0,2,0,0,0,0,,0,,0,1,4,1
"809eed217de24680971a954003c0a4ca",19,1,1,2,,2,,2,1,2,,7,0,0,6,0,0,0,0,,0,,0,1,,1
"80a955957c85476c91c1ef1e19b86abe",19,1,5,1,5,1,5,2,0,,,5,3,0,0,1,0,0,0,,1,90000,1,1,3,1
"80ad9da8adb04130b3c68966c4d4470d",18,1,2,1,2,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,2
"80ad9da8adb04130b3c68966c4d4470d",21,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"80ad9da8adb04130b3c68966c4d4470d",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"80cc66c321854e2fa6b04d2601c1d9b0",22,1,2,1,2,1,2,2,0,,,0,0,0,0,0,0,0,2,40000,0,,0,1,5,1
"80d08b55339d4d22ae79cc5024d01366",22,1,0,,,,,,0,,,1,8,0,1,0,0,0,0,,8,50000,0,1,,2
"80ea906e31b54324add561338e3a116d",19,1,1,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,,0,,0,1,,1
"810eb772f3fc4ab8a0d6494ed4f1cc97",19,1,2,1,,2,3,2,0,,,3,2,0,0,2,0,0,0,,1,120000,0,1,3,1
"812c576801b446d1af8be75f30d760c0",19,,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"81649ea81cf844cea471b1dde4899706",19,1,3,1,,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,6,,1
"81649ea81cf844cea471b1dde4899706",21,1,2,1,,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"81c1f6c96cda4163b4832a270a07770a",19,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"81c1f6c96cda4163b4832a270a07770a",18,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"81e67b3f7e6b4d47887b5fb38458a1f8",19,1,3,1,2,1,,2,0,,,1,0,0,0,0,0,0,2,70000,0,,0,6,4,1
"822fda27a3ed40e1ba66c6afc963b68f",19,1,2,1,2,1,,2,0,,,2,2,0,0,0,0,1,0,,1,60000,0,4,3,1
"822fda27a3ed40e1ba66c6afc963b68f",21,1,3,1,2,1,,2,0,,,1,2,0,0,0,0,0,0,,0,,0,4,3,1
"82361c9a81b141cfb5a66abc05e51d59",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"82361c9a81b141cfb5a66abc05e51d59",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"82361c9a81b141cfb5a66abc05e51d59",21,1,2,1,2,1,2,2,0,,,0,0,0,0,0,0,0,2,35000,0,,0,6,4,1
"8246e0d5706b4027b9c79d7c9b41ab76",18,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,4,1,1
"8246e0d5706b4027b9c79d7c9b41ab76",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"8250c824289c43ddbd8b046ef39ea2a9",19,1,1,8,,8,,2,0,,,0,0,1,0,0,0,0,0,,0,,0,5,1,1
"826daf363c504002a2ebdf09954e1772",21,1,2,1,3,1,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"826daf363c504002a2ebdf09954e1772",22,1,2,1,3,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,2
"826daf363c504002a2ebdf09954e1772",19,1,4,1,3,1,3,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,6,1
"826daf363c504002a2ebdf09954e1772",18,1,1,1,3,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"82d8faa62d3b44ffb93c714c713651a3",19,1,2,1,2,1,2,2,2,1,2,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"82d8faa62d3b44ffb93c714c713651a3",18,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"83654067698848d3812bc79c4e1baace",19,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"83654067698848d3812bc79c4e1baace",18,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"8395061c8526434ca0a44b5651bdb5e0",19,1,4,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,1
"83b290b6305c412a95060e213473dbcd",18,1,2,1,3,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"83b290b6305c412a95060e213473dbcd",19,1,2,1,3,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"83e732e22aa2449e86337eb8d6905ffb",19,1,19,1,,1,,2,0,,,10,9,0,0,0,0,0,0,,0,,0,1,6,1
"83e732e22aa2449e86337eb8d6905ffb",18,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"83e732e22aa2449e86337eb8d6905ffb",21,1,4,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,6,1
"83f12b630c0f476397672201b158fe17",19,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,70000,0,,0,4,,1
"83f12b630c0f476397672201b158fe17",18,1,1,1,2,1,,2,0,,,0,0,0,0,0,0,0,1,30000,0,,0,4,1,1
"83f12b630c0f476397672201b158fe17",21,1,5,1,2,1,2,2,0,,,4,2,0,0,0,0,0,0,,1,70000,0,4,1,1
"8416b0586a6e46b09d7ee7e52851e356",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"84b9c4e3761d4a6d9e4408ac725672ac",19,1,2,1,,1,,1,0,,,2,2,0,0,0,0,0,0,,2,100000,0,1,,2
"84d4073a191540b8a7f3a9a445d6a6ba",19,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"8578ed2ee7044479b4a1354a5db411b2",19,1,3,1,,1,,2,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,1
"857a44ffdbb54af39313f5015ef302c8",18,1,1,1,,1,,2,0,,,2,0,0,1,0,0,0,0,,0,,0,5,6,1
"857a44ffdbb54af39313f5015ef302c8",19,1,3,1,,1,,2,0,,,4,0,0,1,0,0,0,0,,0,,0,5,6,1
"859603e204a244a0bd209197f9e505e2",22,1,1,2,,2,,2,0,,,4,0,0,0,0,0,0,0,,3,200000,0,1,,1
"859e020c45b342a5981fa28fbe854679",21,1,4,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,5,2
"85cc6c4eefbe4150a249c9181ffc1ec4",19,1,2,1,,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"85cc6c4eefbe4150a249c9181ffc1ec4",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"85cc6c4eefbe4150a249c9181ffc1ec4",22,1,2,1,,1,2,2,0,,,1,0,0,0,0,0,0,1,90000,0,,0,1,,2
"8617f4276d6d483394269baea1f7c05e",22,1,5,1,4,1,4,2,0,,,1,5,0,0,0,0,0,0,,1,200000,0,1,,2
"86295aeb7af04140bc701ebc4d3d116c",19,1,1,4,,4,,2,2,4,,0,0,1,0,0,0,0,0,,0,,0,1,,1
"862ad4472f4142edbed2819baf8bf9b8",19,1,4,1,5,1,5,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,5,2
"86809d76f6f14edcaf1f49c8cf43d60c",19,1,4,1,2,1,2,2,0,,,3,2,0,0,0,0,0,0,,1,60000,0,1,5,1
"86a7071b47c14c8bbc22ce3de53f7042",22,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,2
"86a7071b47c14c8bbc22ce3de53f7042",19,1,8,1,2,1,2,2,0,,,7,2,0,0,0,0,0,0,,1,75000,0,1,5,1
"86a7071b47c14c8bbc22ce3de53f7042",18,1,2,1,2,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"86dd03cd969348dea0666ff862690fc9",21,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,80000,0,,0,1,5,1
"86dd03cd969348dea0666ff862690fc9",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"86dd03cd969348dea0666ff862690fc9",18,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"86f6c965eb1f4e85a3e972799deb779b",18,1,1,2,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,1
"86f6c965eb1f4e85a3e972799deb779b",19,1,6,2,,2,,2,0,,,3,3,0,0,0,0,0,0,,0,,0,1,,1
"879c792bde2a499e99d9bc5a5b53dddb",22,1,2,2,,2,,2,0,,,1,4,0,0,0,0,1,0,,2,30000,0,1,,1
"87a8a334a93d4d979b4f0a89bb641f57",22,1,1,1,2,1,2,2,0,,,2,0,0,1,0,0,0,0,,0,,0,1,,2
"87a8a334a93d4d979b4f0a89bb641f57",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"87f08542877948b390ded628dfe27321",19,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,75000,0,,0,1,,2
"88341a84b20046f6a35f355bf3387b58",19,1,2,1,3,1,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"88341a84b20046f6a35f355bf3387b58",18,1,1,1,3,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,6,1
"88440a34b56e45169a03c446abecfa52",22,1,0,,,,,,0,,,3,0,0,0,0,0,1,0,,2,50000,0,1,,2
"888272c8105a4cd3a67c6ea96778fd60",22,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"889ee98f22ed48fb8e57c91b84477fa2",19,1,2,1,2,3,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"889ee98f22ed48fb8e57c91b84477fa2",18,1,2,1,2,3,4,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"88c5cfe97f6f4602ad9bf2f7a581c2c3",19,,0,,,,,,5,1,2,0,2,0,0,0,0,0,0,,0,,0,1,6,2
"88ca05130f6b429db4f3807b50dadee1",22,1,1,2,,2,,2,0,,,4,0,0,0,0,0,0,0,,3,150000,0,1,,2
"89078df8658144b2a56e3349c60e04bf",22,1,2,1,,1,2,2,0,,,2,6,0,0,0,0,0,0,,6,70000,0,1,,1
"89078df8658144b2a56e3349c60e04bf",19,1,1,1,,1,2,2,0,,,2,0,0,0,0,0,1,0,,0,,0,1,4,1
"89342a57ba6a47b189dae265acb342f5",19,1,3,1,,1,,2,0,,,6,0,0,3,0,0,0,0,,0,,0,1,5,1
"893cf68cf1dd4948a0201212c5026a95",22,1,1,3,,3,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"8956185e1f994c14aaf73ae617430727",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"89af0090c4f744cfb4b79ca8536a24d2",18,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,6,4,1
"89af0090c4f744cfb4b79ca8536a24d2",19,1,3,1,2,1,2,2,0,,,5,0,0,0,2,0,0,0,,0,,0,6,5,1
"8a1dba9b384c45ee8024c6462db83576",19,1,5,1,2,6,7,2,0,,,7,2,0,1,0,0,2,0,,1,150000,0,1,4,1
"8a40dd76b0084606b063c880ca2ab855",18,1,2,1,,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,2
"8a40dd76b0084606b063c880ca2ab855",19,1,8,1,,1,,1,0,,,11,0,0,0,0,0,1,0,,2,75000,0,1,5,1
"8a5ea620d83e42068ba2bf3ef59e5aec",19,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,5,1
"8ac1830c403043aba5752609d91c5e9e",18,1,1,1,2,4,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"8ac1830c403043aba5752609d91c5e9e",19,1,3,1,2,4,,2,0,,,3,1,0,0,0,0,0,0,,1,160000,0,1,3,1
"8acd20054dcf4e5896b5942c4dda7d3f",22,1,2,1,,1,,2,0,,,5,0,0,0,0,0,3,0,,0,,0,1,,2
"8ad5bed15b194c8297d459dd075109df",21,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,1
"8ad5bed15b194c8297d459dd075109df",20,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"8b15f05dab3b45609dedc21d5e99c76a",22,1,2,1,2,1,,2,0,,,2,5,0,0,0,0,0,0,,5,80000,0,1,6,1
"8b4c43fed99a43a89713fad255b361cd",18,1,1,2,,2,,2,0,,,1,1,0,0,0,0,0,0,,1,30000,0,1,,1
"8b4c43fed99a43a89713fad255b361cd",19,1,3,2,,2,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"8b79adbce0d2462d95424a84a94e165a",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"8b79adbce0d2462d95424a84a94e165a",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"8ba30b564d1a40bc867dad9460534b26",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,2
"8bfcb13ab41b4401a705516fcb6bd89d",19,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,80000,0,1,,1
"8bfcb13ab41b4401a705516fcb6bd89d",18,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"8c0cffaeebd64a46a7a66436ab056862",19,1,2,1,,1,,1,0,,,2,1,0,0,0,1,0,0,,0,,0,1,5,1
"8c4443ba9ef54eb68baf73e3d7b89ee0",18,1,2,1,2,1,2,2,0,,,0,0,0,0,0,0,0,2,70000,0,,0,1,3,1
"8c526c6e402642369bab5875f6c6753a",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"8c526c6e402642369bab5875f6c6753a",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"8c6170e56c034ea2956d6942dea33b04",22,1,2,2,,2,,2,0,,,3,0,0,0,0,0,1,2,50000,2,110000,0,1,,2
"8c98d02a4c84498eba0bb400ba0206f7",17,1,5,1,,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"8cc9fadde4b6455f84e5cb933f79eafc",18,1,3,2,,2,5,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,1
"8cc9fadde4b6455f84e5cb933f79eafc",19,1,2,2,3,2,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"8ceaeb1f41a84f689dfb8129239ba0ec",19,1,3,1,5,1,5,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,1
"8ceaeb1f41a84f689dfb8129239ba0ec",18,1,2,1,5,1,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"8d049482670844f9ae4b7cbab030151d",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"8d049482670844f9ae4b7cbab030151d",18,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,100000,0,5,,1
"8d168c1f2a3a4c1183477daa968d7cda",22,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"8d168c1f2a3a4c1183477daa968d7cda",18,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,60000,0,5,6,1
"8d168c1f2a3a4c1183477daa968d7cda",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"8d27bfc87d3148468fca2648184741f2",19,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"8d5b7a391d4f4c5bbb2e592dc97b266b",22,1,4,1,2,1,2,1,0,,,4,0,0,0,0,0,0,1,50000,1,120000,0,1,,2
"8d90410182ad4c3787ad9295cdf48ab0",17,1,1,2,,2,,2,0,,,4,0,0,0,0,0,3,0,,0,,0,1,,2
"8db9be87004b417e9b2853c047848ded",19,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,90000,0,1,,2
"8e1a4eaba5964506ac960adce546137d",19,1,1,1,2,1,2,2,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,2
"8e4d650733684da3b8b7cd226ee93841",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"8ef9eac0332a4a05936cea16c259429a",19,1,1,3,6,3,6,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"8f28de7582444c4a9cdfd6c2dcbaf58b",18,1,3,1,2,3,4,2,0,,,3,0,0,0,0,0,0,0,,0,,0,4,,2
"8f28de7582444c4a9cdfd6c2dcbaf58b",22,1,2,1,2,4,9,2,0,,,0,0,0,0,0,0,0,2,60000,0,,0,1,4,2
"8f28de7582444c4a9cdfd6c2dcbaf58b",19,1,3,1,2,3,4,2,0,,,3,0,0,0,0,0,0,0,,0,,0,4,,2
"8f6187e86f2f4210bac43f688feb7ccb",19,1,5,1,,1,,2,5,1,2,2,3,0,0,0,0,0,0,,0,,0,1,,2
"8f6187e86f2f4210bac43f688feb7ccb",22,1,2,1,,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"8f78f136f4ee4a3d8ff64a418fd86357",19,1,2,2,9,2,,2,2,2,,0,0,2,0,0,0,0,0,,0,,0,1,,2
"8f78f136f4ee4a3d8ff64a418fd86357",22,1,0,,,,,,1,2,5,0,0,0,0,0,0,0,0,,0,,0,1,,2
"8f8c64fa798c4e5e8490b8cca7bbd057",18,1,1,1,2,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"8f8c64fa798c4e5e8490b8cca7bbd057",19,1,4,1,2,1,5,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,1
"8fd7e756172d4ffeb06c4ac56373c5b6",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"8fd7e756172d4ffeb06c4ac56373c5b6",18,1,1,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,1,70000,0,1,5,1
"8fe19cf1a1b9486d91295f6439d1f778",18,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"8fe19cf1a1b9486d91295f6439d1f778",14,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"8ff2011bf11046babbd4e58800e9b032",22,1,5,1,,1,2,2,0,,,4,0,0,0,0,0,0,2,30000,1,107000,0,1,,2
"908b17ed0b964e90b22afa865690df5d",19,1,0,,,,,,3,1,,0,0,0,0,0,0,0,0,,0,,0,1,,2
"908b17ed0b964e90b22afa865690df5d",18,1,0,,,,,,1,1,,0,0,0,0,0,0,0,0,,0,,0,1,,2
"908b17ed0b964e90b22afa865690df5d",22,1,0,,,,,,1,1,,0,0,0,0,0,0,0,0,,0,,0,1,,2
"908dd494e84b4c94b3ed8e96ccd543c5",19,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"90a14f8125044834aa6bad070999e7f0",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"90a14f8125044834aa6bad070999e7f0",22,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"90a14f8125044834aa6bad070999e7f0",19,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,2
"90ed3532efb0474b9df999ce192aafb7",18,1,2,,,,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"90ed3532efb0474b9df999ce192aafb7",19,1,4,,,,,2,0,,,8,0,0,0,0,0,0,0,,4,100000,0,1,,1
"91015628f3444ab18088d1b66a8d5f6d",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"910361499341480fbd14d9830504e472",19,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"910361499341480fbd14d9830504e472",18,1,2,1,,1,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,6,5,1
"917bd1ae541840d5938bfc743f6cf592",22,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,1
"917bd1ae541840d5938bfc743f6cf592",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
