"hhid","parcelID","pltid","cropID","s5bq05_1","s5bq05_2","harvest_b","s5bq06b_1","s5bq06a_1","s5bq06c_1","s5bq06d_1","s5bq06e_1","s5bq06e_1_1","s5bq06f_1","s5bq06f_1_1","s5bq06a_1_1","s5bq06a_2_1","s5bq06a3_1","s5bq06a4_1","s5bq07a_1","s5bq07b_1","s5bq07c_1","s5bq08_1","s5bq09_1","s5bq10_1","s5bq11e_1","s5bq11f_1","s5bq11g_1","s5bq11h_1","s5bq12_1","s5bq13_1","s5bq14a_1","s5bq14b_1","s5bq15_1","s5bq16_1","s5bq17_1","s5bq18_1","s5bq19_1","s5bq20_1","s5bq21_1","s5bq22_1","s5bq23a_1","s5bq23b_1","s5bq06b_2","s5bq06a_2","s5bq06c_2","s5bq06d_2","s5bq06e_2","s5bq06e_1_2","s5bq06f_2","s5bq06f_1_2","s5bq06a_1_2","s5bq06a_2_2","s5bq06a3_2","s5bq06a4_2","s5bq07a_2","s5bq07b_2","s5bq07c_2","s5bq08_2","s5bq09_2","s5bq10_2","s5bq11e_2","s5bq11f_2","s5bq11g_2","s5bq11h_2","s5bq12_2","s5bq13_2","s5bq14a_2","s5bq14b_2","s5bq15_2","s5bq16_2","s5bq17_2","s5bq18_2","s5bq19_2","s5bq20_2","s5bq21_2","s5bq23a_2","s5bq23b_2"
"8fc328740870453a95ab4a82018c63bd",1,2,620,1,2,1,10,2,20,140,4,2019,7,2019,1,1,1,,0,,,,,,,,,,0.5,1.5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",1,2,150,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",1,1,150,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",4,1,310,1,2,1,1,60,32,1,9,2019,9,2019,2,,1,2,60,32,1,80000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",4,1,223,1,2,1,1,60,45,1,1,2020,1,2020,2,,1,2,20,45,1,45000,4,,2,,1,2,0,20,0,0,0,0,,4,2,,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",1,1,224,1,2,1,1,8,45,1,7,2019,7,2019,2,,1,2,0,,,,,,,,,,0,8,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",3,1,310,1,2,1,10,7,44,55,8,2019,8,2019,2,,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,6.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",2,1,310,1,2,1,10,14,44,55,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",1,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",3,1,130,1,2,1,10,1,45,100,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",2,1,130,1,2,1,10,2.5,45,100,8,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,2.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ff2011bf11046babbd4e58800e9b032",4,1,310,1,2,1,10,14,44,55,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90637ec2585b4fd78392b04e1d30947e",2,1,741,4,2,1,69,6,20,4,3,2019,6,2019,2,,4,10,0,,,,,,,,,,0,6,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90637ec2585b4fd78392b04e1d30947e",2,1,812,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90637ec2585b4fd78392b04e1d30947e",2,1,630,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908b17ed0b964e90b22afa865690df5d",1,2,210,1,2,1,39,19,24,3,5,2019,5,2019,1,1,1,,0,,,,,,,,,,0,19,0,0,0,0,,6,2,,0,,3,,1,103,45,,6,2019,6,2019,1,1,,,40,45,1,44000,2,0,1,1,,,10,30,0,23,0,0,,4,2,,0,3,
"908b17ed0b964e90b22afa865690df5d",2,1,610,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908b17ed0b964e90b22afa865690df5d",1,1,811,1,2,1,22,1.5,24,15,6,2019,6,2019,1,1,1,,1.5,24,20,18000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908b17ed0b964e90b22afa865690df5d",1,2,130,1,2,1,91,23,23,4,6,2019,7,2019,1,1,1,,0,,,,,,,,,,0,23,0,0,0,0,,6,2,,0,,3,,21,3,45,20,8,2019,8,2019,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,2,
"908b17ed0b964e90b22afa865690df5d",1,1,741,1,2,1,68,116,20,14,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,116,0,0,0,0,,6,2,,0,,2,,69,186,20,6,1,2019,6,2019,1,1,,,0,,,,,,,,,,10,176,0,0,0,0,,6,2,,0,2,
"908dd494e84b4c94b3ed8e96ccd543c5",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908dd494e84b4c94b3ed8e96ccd543c5",2,1,130,1,2,1,22,12,45,15,7,2019,7,2019,1,1,1,,0,,,,,,,,,,0,0,0,0,0,0,,1,2,,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908dd494e84b4c94b3ed8e96ccd543c5",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,1,741,1,2,1,68,5,20,5,1,2019,6,2019,1,1,1,,2,20,68,12000,5,,1,1,,,0,3,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,1,811,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,2,210,1,2,1,12,1,24,45,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,20,1,35,18,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,0.5,0,0,0,0,,4,1,3,0.5,3,
"90a14f8125044834aa6bad070999e7f0",1,4,620,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,1,630,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90a14f8125044834aa6bad070999e7f0",1,2,130,1,2,1,12,1,23,45,7,2019,7,2019,1,5,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,1,15,35,,8,2019,8,2019,1,1,,,0,,,,,,,,,,0,15,0,0,0,0,,4,1,3,0,3,
"90a14f8125044834aa6bad070999e7f0",1,3,310,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,1,210,1,2,1,22,2,24,10,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,2,130,1,2,1,22,2,22,15,7,2019,8,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,2,210,1,2,1,22,1,24,10,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,3,620,1,2,1,22,12,20,18,11,2019,1,2020,2,,1,2,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,1,130,1,2,1,22,4,22,15,7,2019,8,2019,2,,1,2,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90b431b15e394501830e496a6936cb0d",1,1,744,1,2,1,68,5,20,18,1,2019,5,2019,2,,1,2,2,20,68,36000,4,,2,,1,2,0,3,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90c5ab804f3a4324afed563b4a6ce62d",1,1,130,2,2,1,10,1,22,100,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,22,1,45,15,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,3,
"90c5ab804f3a4324afed563b4a6ce62d",1,2,310,2,2,1,9,7,42,120,6,2019,6,2019,2,,1,2,6,42,9,460000,2,,2,,1,2,0.3,0.3,0,0,0.2,0,,4,2,,0.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90c5ab804f3a4324afed563b4a6ce62d",1,3,741,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90c5ab804f3a4324afed563b4a6ce62d",1,1,210,1,2,1,22,1,24,15,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,20,2.5,45,20,5,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,1,0,,4,2,,0.5,3,
"90ed3532efb0474b9df999ce192aafb7",1,1,741,,2,1,67,144,20,20,1,2019,6,2019,1,,,,96,20,67,480000,4,,1,,,,0,48,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90ed3532efb0474b9df999ce192aafb7",1,2,440,,2,1,10,3.05,20,100,7,2019,7,2019,1,,,,3,20,10,250000,2,,1,,,,0,0.05,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90ed3532efb0474b9df999ce192aafb7",1,3,630,,2,1,10,1,20,100,11,2019,11,2019,1,,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90ed3532efb0474b9df999ce192aafb7",1,1,210,,2,1,22,2,24,15,5,2019,5,2019,1,,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,12,1,45,50,6,2019,6,2019,1,,,,0.5,45,12,62500,2,0,1,,,,0,0.25,0,0.25,0,0,,4,2,,0,3,
"91015628f3444ab18088d1b66a8d5f6d",4,1,811,1,2,1,1,40,45,1,2,2019,5,2019,2,,1,2,40,45,1,140000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91015628f3444ab18088d1b66a8d5f6d",6,2,130,1,2,1,37,8,23,20,5,2019,6,2019,2,,1,2,0,,,,,,,,,,4,4,0,0,0,0,,6,2,,0,,3,,1,400,45,,7,2019,7,2019,2,,1,2,300,45,1,150000,3,0,2,,1,2,0,70,0,0,30,0,,6,2,,0,3,
"91015628f3444ab18088d1b66a8d5f6d",6,1,741,1,2,1,68,60,20,16,1,2019,5,2019,2,,1,2,50,20,68,400000,3,,2,,1,2,5,5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91015628f3444ab18088d1b66a8d5f6d",4,1,741,1,2,1,69,40,20,12,2,2019,6,2019,2,,1,2,0,,,,,,,,,,5,35,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91015628f3444ab18088d1b66a8d5f6d",6,2,210,1,2,1,1,50,45,1,7,2019,7,2019,2,,1,2,0,,,,,,,,,,0,50,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91215b9533744b4dbf8def7520be8c1f",1,1,130,1,2,1,10,8,35,90,8,2019,8,2019,1,1,1,,8,45,10,640000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91450e2292dc4a4c85423c6d96788120",1,1,150,3,2,1,9,2,45,120,10,2019,11,2019,1,3,3,,0,,,,,,,,,,0,0.25,0,0,0,0,,1,2,,1.75,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91450e2292dc4a4c85423c6d96788120",2,1,150,3,2,1,9,2,45,120,11,2019,11,2019,1,3,3,,0,,,,,,,,,,0,0,0,0,0,0,,1,2,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91450e2292dc4a4c85423c6d96788120",3,1,330,3,2,1,22,1.5,42,14,11,2019,11,2019,1,3,3,,0,,,,,,,,,,0,1.5,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"914c5519c55a4df18a820696f62c1c80",1,1,330,3,2,1,22,1,45,18,9,2019,9,2019,1,3,3,,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"914c5519c55a4df18a820696f62c1c80",1,1,150,3,2,1,10,1,45,100,10,2019,10,2019,1,3,3,,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"916b8a34f791451c91112e6a90ca8605",1,1,150,1,2,1,9,1.25,45,120,12,2019,12,2019,1,1,1,,0,,,,,,,,,,0,0.25,0,0,0,0,,4,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917bd1ae541840d5938bfc743f6cf592",2,1,210,3,2,1,20,6,35,20,5,2019,5,2019,2,,1,3,3,45,20,60000,4,,2,,1,3,0,2,0,0,1,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917bd1ae541840d5938bfc743f6cf592",3,1,741,3,2,1,68,93,20,13,1,2019,6,2019,2,,1,3,40,20,88,320000,5,,2,,1,3,20,33,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917bd1ae541840d5938bfc743f6cf592",2,1,741,3,2,1,68,135,20,14,1,2019,6,2019,2,,1,3,65,20,68,550000,4,,1,1,,,25,45,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917bd1ae541840d5938bfc743f6cf592",3,1,210,3,2,1,38,4,24,7,4,2019,5,2019,1,3,3,,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,2,,14,2,35,20,5,2016,5,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,1,0,,4,2,,0,2,
"917cc664a9d3474ead33b8d453b0c409",3,1,130,2,2,1,10,0.75,45,100,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0.25,0,0,0,0,,4,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917cc664a9d3474ead33b8d453b0c409",3,1,310,2,2,1,10,3.5,42,60,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",1,1,141,1,2,1,10,1,41,30,7,2019,7,2019,1,2,2,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",3,1,620,1,2,1,9,7,20,110,5,2019,12,2019,1,2,2,,0,,,,,,,,,,2,5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",2,1,130,1,2,1,1,200,35,1,8,2019,9,2019,2,,1,2,0,,,,,,,,,,0,179.5,0,0,0.5,0,,6,2,,20,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",4,1,130,2,2,1,22,4,45,12,8,2019,9,2019,1,2,2,,0,,,,,,,,,,1,3,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91977dd048b34793bdf31105e251b0af",2,1,630,1,2,1,1,300,40,1,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,300,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91ac1869c81245f98ea54940a36eac7a",1,1,130,2,2,1,39,29,23,6,6,2019,7,2019,1,2,2,,0,,,,,,,,,,3,26,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91ac1869c81245f98ea54940a36eac7a",1,1,210,2,2,1,39,12,24,2.5,4,2019,5,2019,1,2,2,,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,1,20,45,,5,2019,5,2019,1,2,,,0,,,,,,,,,,0,20,0,0,0,0,,4,2,,0,3,
"91cd1e9a1838444da20822cc50da7ff7",1,1,741,1,2,1,69,36,14,6,1,2019,6,2019,1,1,1,,0,,,,,,,,,,36,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91cd1e9a1838444da20822cc50da7ff7",1,2,210,1,2,1,22,3,14,10,5,2019,6,2019,1,1,1,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91cd1e9a1838444da20822cc50da7ff7",1,1,510,1,2,1,88,120,20,4,1,2019,6,2019,1,1,1,,100,20,88,100000,3,,1,1,,,0,20,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91e639b11610463fba9ff19245108149",1,1,720,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91e639b11610463fba9ff19245108149",2,2,223,1,2,1,22,3,45,18,9,2019,11,2019,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91e639b11610463fba9ff19245108149",2,1,310,1,2,1,9,7,40,80,7,2019,7,2019,1,1,1,,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,6.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",2,1,460,2,2,1,90,100,99,3,4,2019,6,2019,1,1,1,2,95,20,90,142500,4,,1,1,,,2,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",2,1,890,2,2,1,,50,99,2,4,2019,5,2019,2,,1,2,45,99,,90000,4,,2,,1,2,0,5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",3,2,130,2,2,1,10,2,22,90,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0.5,1.5,0,0,0,0,,6,2,,0,,1,1,1,50,45,,6,2019,6,2019,1,1,,,0,,,,,,,,,,0,50,0,0,0,0,,4,1,3,0,2,
"91efc699bca84524bc971ba6a3dc3e87",1,1,210,2,2,1,1,10,45,1,5,2019,5,2019,1,1,1,2,0,,,,,,,,,,0,6,0,0,4,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",3,1,620,2,2,1,10,2,20,100,8,2019,12,2019,1,2,1,2,0,,,,,,,,,,0.5,1.5,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",1,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91efc699bca84524bc971ba6a3dc3e87",1,1,130,2,2,1,12,1,22,40,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,1,200,45,,6,2019,6,2019,2,,1,2,25,45,1,12500,2,0,1,1,,,0,160,0,0,15,0,,4,1,3,0,2,
"91fd38789bc34bc2af4ee06597ace130",1,1,210,2,2,1,1,12,24,1,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,12,0,0,0,0,,4,2,,0,,2,,20,3,45,20,5,2019,6,2019,1,2,,,0,,,,,,,,,,0,2,0,0,1,0,,4,2,,0,2,
"91fd38789bc34bc2af4ee06597ace130",1,1,741,2,2,1,68,135,20,15,1,2019,6,2019,1,2,2,,90,20,68,750000,2,,1,2,,,0,45,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91fd38789bc34bc2af4ee06597ace130",1,2,310,2,2,1,12,1,32,50,6,2019,6,2019,1,2,2,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91fd38789bc34bc2af4ee06597ace130",2,1,741,2,2,1,68,98,20,15,1,2019,6,2019,1,2,2,,50,20,68,400000,2,,1,2,,,0,48,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9224d9c4332e49849ad81a29a411da67",3,1,741,1,2,1,68,40,20,18,1,2019,6,2019,2,,1,2,10,20,68,80000,2,,2,,1,2,5,25,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9224d9c4332e49849ad81a29a411da67",3,1,811,1,2,1,22,3,44,13,3,2019,6,2019,2,,1,2,3,44,22,45000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9224d9c4332e49849ad81a29a411da67",2,1,210,1,2,1,22,1,24,12,4,2019,5,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,96,38,1,45,10,5,2019,6,2019,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,1,96
"922a6b03b6944ace85f527966675c16e",1,1,741,2,2,1,68,40,20,18,1,2019,6,2019,1,2,2,,0,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"922a6b03b6944ace85f527966675c16e",2,1,210,2,2,1,22,3,24,12,4,2019,5,2019,1,2,2,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,96,20,2,45,20,6,2019,6,2019,1,2,,,0,,,,,,,,,,0,1.5,0,0,0.5,0,,4,1,3,0,1,96
"922a6b03b6944ace85f527966675c16e",2,1,741,2,2,1,69,100,20,18,1,2019,6,2019,1,2,2,,30,20,68,240000,2,,1,2,,,0,0,0,0,0,0,,5,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92415a109bfe421fa88385ffb5d9bbe5",1,1,450,1,2,1,89,40,20,0.5,6,2019,7,2019,1,1,1,,6,20,89,3000,4,,1,1,,,5,29,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92415a109bfe421fa88385ffb5d9bbe5",1,1,130,1,2,1,22,3,45,16,6,2019,6,2019,1,1,1,,1,45,22,5000,2,,1,1,,,1,2,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92415a109bfe421fa88385ffb5d9bbe5",2,1,630,1,2,1,22,36,40,17,5,2019,5,2019,1,1,1,,2,40,22,12000,4,,1,1,,,2,32,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92415a109bfe421fa88385ffb5d9bbe5",2,2,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"925e2bb2e7da44f6ae83c1a83b896a54",2,1,310,1,2,1,22,8,44,7,8,2019,8,2019,1,1,1,,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92687adaa6c34c8fa035a70d70b39d68",1,1,130,1,2,1,1,90,45,1,8,2019,8,2019,1,1,1,,90,45,1,49500,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"926d44a6d212443b8abc252fbd067da0",1,1,810,2,2,1,,4,44,15,1,2019,3,2019,2,,1,2,4,44,,120000,2,,2,,1,2,0,0,0,0,0,0,,2,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"926d44a6d212443b8abc252fbd067da0",1,1,742,2,2,1,67,126,20,12,1,2019,6,2019,2,,1,2,126,20,67,126000,2,,2,,1,2,0,0,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
