"hhid","parcelID","pltid","cropID","s4bq01","s4bq06_1","s4bq07","s4bq08","s4bq09","s4bq09_1","s4bq09_2","s4bq16","s4bq11a","s4bq11b","s4bq12a","s4bq12b","s4bq13","s4bq14","s4bq10","s4bq15"
"6cc6cae1e8f840878871e706eaf75e9f",1,1,130,1,1,1.32,2,20,3,2019,1,2,1,5,1,1,,2,
"6cc6cae1e8f840878871e706eaf75e9f",2,1,620,1,2,1.25,1,,6,2019,1,3,10,,,1,,1,30000
"6ce9ee577648413ea819a60d0cf9be1c",1,1,741,1,1,0.5,1,,1,2015,2,,,,,,,,
"6d3991817c2c4227b53365b1eddbc824",1,1,130,1,1,0.5,1,,4,2019,1,1,1,,,1,,2,
"6d3991817c2c4227b53365b1eddbc824",2,1,630,1,1,1,1,,8,2016,2,,,,,,,,
"6d3991817c2c4227b53365b1eddbc824",4,1,310,1,1,0.25,1,,3,2019,1,1,22,,,1,,2,
"6d3991817c2c4227b53365b1eddbc824",4,2,630,1,1,0.5,1,,8,2018,2,,,,,,,,
"6d47738e82664d03ae4d14c89e1ee385",1,1,741,1,1,1.5,2,40,3,1980,2,,,,,,,,
"6d47738e82664d03ae4d14c89e1ee385",1,1,811,1,1,1.5,2,40,3,1990,2,,,,,,,,
"6d47738e82664d03ae4d14c89e1ee385",1,1,310,1,1,1.5,2,20,5,2019,1,5,1,20,1,1,,2,
"6d47738e82664d03ae4d14c89e1ee385",2,1,741,1,1,1,2,50,3,1993,2,,,,,,,,
"6d47738e82664d03ae4d14c89e1ee385",2,1,210,1,1,1,2,50,4,2018,1,10,1,20,1,1,,2,
"6d47738e82664d03ae4d14c89e1ee385",3,1,141,1,1,0.5,1,,4,2019,1,1.5,1,,,1,,2,
"6d47738e82664d03ae4d14c89e1ee385",4,1,630,1,1,0.5,1,,5,2019,1,3,10,,,1,,2,
"6d47738e82664d03ae4d14c89e1ee385",5,1,130,1,1,0.5,2,50,4,2019,1,2,1,15,1,1,,2,
"6d47738e82664d03ae4d14c89e1ee385",5,1,210,1,1,0.5,2,50,4,2019,1,10,1,20,1,1,,2,
"6d58ddebd3ac4a85b8046454b0fc29e7",2,1,630,1,2,0.51,2,30,3,2019,1,5,10,6,10,1,,2,
"6d58ddebd3ac4a85b8046454b0fc29e7",2,1,310,1,2,0.51,2,70,3,2019,1,1,10,1.5,10,1,,2,
"6d853370fff74dbc91175b847bcb414d",1,1,741,1,2,0.3,2,40,3,2003,2,,,,,,,,
"6d853370fff74dbc91175b847bcb414d",1,1,210,1,2,0.3,2,30,4,2019,1,4,1,5,1,1,,1,6000
"6d853370fff74dbc91175b847bcb414d",1,1,130,1,2,0.3,2,10,4,2019,1,0.5,1,6,1,1,,1,1000
"6d853370fff74dbc91175b847bcb414d",2,1,741,1,2,0.2,2,70,3,2000,2,,,,,,,,
"6d853370fff74dbc91175b847bcb414d",2,1,811,1,2,0.2,2,30,3,2001,2,,,,,,,,
"6d8be79bfedb4cc68d13c15449c6e8f9",1,1,320,1,3,1,1,,4,2019,1,15,1,,,1,,1,25600
"6d8be79bfedb4cc68d13c15449c6e8f9",4,1,320,1,3,2,1,,4,2019,1,45,1,,,1,,1,72000
"6d8fa429358241b8a03502183b444d71",2,1,744,1,1,3.5,2,70,3,2007,2,,,,,,,,
"6d8fa429358241b8a03502183b444d71",2,1,820,1,1,3.5,2,30,3,2019,1,1.5,1,12,1,1,,1,3000
"6dbeae4094684b9cabd431225d411c25",1,1,320,1,1,0.5,2,60,5,2019,1,10,1,15,1,1,,1,20000
"6dbeae4094684b9cabd431225d411c25",1,1,210,1,1,0.5,2,30,5,2019,1,5,1,15,1,1,,1,10000
"6dbeae4094684b9cabd431225d411c25",1,1,130,1,1,0.5,2,10,5,2019,1,2,1,5,1,1,,2,
"6de89f55552546ff83d6c15fc5d03e3e",1,1,210,1,2,0.3,1,,3,2019,1,2,1,,,1,,1,2400
"6de89f55552546ff83d6c15fc5d03e3e",2,1,141,1,2,0.5,2,40,3,2019,1,2,1,2,1,1,,2,
"6de89f55552546ff83d6c15fc5d03e3e",2,1,130,1,2,0.5,2,40,3,2019,1,2.5,1,4,1,2,1,1,17000
"6de89f55552546ff83d6c15fc5d03e3e",3,1,210,1,2,0.25,2,40,3,2019,1,1.5,1,2,1,1,,2,
"6de89f55552546ff83d6c15fc5d03e3e",3,1,741,1,2,0.25,2,60,3,2017,2,,,,,,,,
"6df7df34aecd474aa1dcad1f4347b1e5",1,1,620,1,3,0.2,1,,11,2018,2,,,,,,,,
"6df7df34aecd474aa1dcad1f4347b1e5",2,1,620,1,3,0.5,1,,11,2018,2,,,,,,,,
"6df7df34aecd474aa1dcad1f4347b1e5",3,1,130,1,3,1,1,,4,2019,1,5,1,,,2,3,1,15000
"6e033f455d8749c2866b56031a1539ae",1,1,150,1,2,0.5,1,,4,2018,1,5,1,,,1,,1,5000
"6e033f455d8749c2866b56031a1539ae",1,2,630,1,2,1,1,,4,2018,1,4,9,,,1,,2,
"6e033f455d8749c2866b56031a1539ae",1,3,620,1,2,0.5,1,,5,2019,1,2,10,,,1,,2,
"6e09cafe878a4686b5af59056e145fd5",3,1,210,1,4,0.5,1,,4,2019,1,3,22,,,1,,2,
"6e09cafe878a4686b5af59056e145fd5",3,2,320,1,4,0.5,1,,4,2019,1,5,1,,,1,,2,
"6e09cafe878a4686b5af59056e145fd5",4,1,320,1,4,2,1,,4,2019,1,3,22,,,1,,2,
"6e2bc5b6f89d41dc8b963c8c9380ed55",4,1,130,1,2,0.5,1,,3,2019,1,2,1,,,1,,2,
"6e38b3f162334c1f96ef0452e78a8477",1,1,630,1,2,0.55,1,,7,2018,1,1.5,10,,,1,,2,
"6e38b3f162334c1f96ef0452e78a8477",2,1,310,1,2,1,2,70,5,2019,1,2,29,4,29,1,,2,
"6e38b3f162334c1f96ef0452e78a8477",2,1,130,1,2,1,2,30,5,2019,1,1,29,2,29,1,,1,16000
"6e38b3f162334c1f96ef0452e78a8477",2,2,150,1,1,0.5,1,,5,2019,1,2.5,29,,,1,,2,
"6e639d5397534cc7a4a4f172f1bc80fe",2,1,210,1,1,0.44,2,5,3,2019,1,5,1,10,1,1,,1,10000
"6e639d5397534cc7a4a4f172f1bc80fe",2,1,620,1,1,0.44,2,85,9,2018,2,,,,,,,,
"6e639d5397534cc7a4a4f172f1bc80fe",2,1,741,1,1,0.44,2,5,1,2014,2,,,,,,,,
"6e639d5397534cc7a4a4f172f1bc80fe",2,1,811,1,1,0.44,2,5,1,2014,2,,,,,,,,
"6e639d5397534cc7a4a4f172f1bc80fe",3,1,130,1,1,0.65,2,80,3,2019,1,4,1,10,1,2,2,1,36000
"6e639d5397534cc7a4a4f172f1bc80fe",3,1,630,1,1,0.65,2,10,5,2019,1,1,10,2,10,2,2,1,20000
"6e639d5397534cc7a4a4f172f1bc80fe",3,1,741,1,1,0.65,2,10,1,2019,2,,,,,,,,
"6e65ad621a5f48aca0cd6a3341312d72",1,1,223,1,2,0.77,2,50,4,2019,1,2,96,5,99,1,,2,
"6e65ad621a5f48aca0cd6a3341312d72",1,1,320,1,2,0.77,2,50,4,2019,1,0.5,22,0.5,22,1,,2,
"6e65ad621a5f48aca0cd6a3341312d72",2,1,630,1,2,1.82,2,40,4,2019,1,3,10,3,10,1,,2,
"6e65ad621a5f48aca0cd6a3341312d72",2,1,320,1,2,1.82,2,60,4,2019,1,20,96,40,99,1,,2,
"6e65ad621a5f48aca0cd6a3341312d72",7,1,210,1,2,1,1,,4,2019,1,11,96,,,1,,1,16000
"6e70903b953f4f48bca3ffa96ebc184d",2,1,812,1,7,1.5,2,40,2,2000,2,,,,,,,,
"6e70903b953f4f48bca3ffa96ebc184d",2,1,741,1,7,1.5,2,60,2,1994,2,,,,,,,,
"6e70903b953f4f48bca3ffa96ebc184d",3,1,130,1,7,0.5,2,40,3,2019,1,1,1,2,1,1,,2,
"6e70903b953f4f48bca3ffa96ebc184d",3,1,210,1,7,0.5,2,60,3,2019,1,20,1,25,1,1,,2,
"6e81a691c3c847339e1aa776dce7f820",2,1,610,1,2,2,2,80,3,2019,1,4,10,5,10,1,,2,
"6e81a691c3c847339e1aa776dce7f820",2,1,630,1,2,2,2,20,3,2018,1,100,85,1000,85,1,,2,
"6e81a691c3c847339e1aa776dce7f820",3,1,130,1,2,0.5,2,20,3,2019,1,1,1,5,1,1,,2,
"6e81a691c3c847339e1aa776dce7f820",3,1,210,1,2,0.5,2,80,3,2019,1,15,1,20,1,1,,2,
"6eba1b7aa12b4e41b6f67d0065fe3843",2,1,130,1,2,0.4,1,,1,2019,1,2,1,,,1,,1,4400
"6eba1b7aa12b4e41b6f67d0065fe3843",2,2,470,1,2,0.1,1,,1,2019,1,0.25,1,,,1,,1,6000
"6eba1b7aa12b4e41b6f67d0065fe3843",3,1,741,1,2,,1,,1,2017,2,,,,,,,,
"6efbceec143044cd8542a0eedafa82fb",1,1,320,1,1,1.33,2,85,4,2019,1,10,1,10,1,1,,1,14000
"6efbceec143044cd8542a0eedafa82fb",1,1,130,1,1,1.33,2,15,4,2019,1,3,1,8,1,1,,2,
"6efbceec143044cd8542a0eedafa82fb",2,1,130,1,1,0.68,2,15,4,2019,1,1,1,3,1,1,,2,
"6efbceec143044cd8542a0eedafa82fb",2,1,320,1,1,0.68,2,85,4,2019,1,5,1,5,1,1,,1,8500
"6f05a77676a145c9a5aa2a9e0d4def30",1,1,810,1,1,0.14,2,20,1,9998,2,,,,,,,,
"6f05a77676a145c9a5aa2a9e0d4def30",1,1,741,1,1,0.14,2,30,1,9998,2,,,,,,,,
"6f05a77676a145c9a5aa2a9e0d4def30",2,1,810,1,1,1,2,50,1,9998,2,,,,,,,,
"6f05a77676a145c9a5aa2a9e0d4def30",2,1,741,1,1,1,2,50,1,9998,2,,,,,,,,
"6f05a77676a145c9a5aa2a9e0d4def30",3,1,130,1,1,1,1,,3,2019,1,2,1,,,1,,2,
"6f342c7248fe47fba7c8481e84c782ba",1,1,630,1,1,0.5,1,,8,2018,2,,,,,,,,
"6f342c7248fe47fba7c8481e84c782ba",4,1,130,1,1,0.5,2,50,5,2019,1,4,96,7,99,1,,2,
"6f342c7248fe47fba7c8481e84c782ba",4,1,630,1,1,0.5,2,50,4,2019,1,3,66,6,66,2,2,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,1,130,1,2,0.49,2,30,5,2019,1,2,1,2,1,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,1,310,1,2,0.49,2,30,5,2019,1,9,1,9,1,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,1,630,1,2,0.49,2,40,5,2019,1,2,10,2,10,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,2,630,1,2,0.42,1,,4,2018,1,3,10,,,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,3,620,1,2,0.03,1,,5,2019,1,0.5,10,,,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,4,741,1,2,0.15,2,60,4,2015,2,,,,,,,,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,4,210,1,2,0.15,2,40,5,2019,1,2,1,2,1,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,5,130,1,2,0.32,2,50,4,2019,1,1,1,1,1,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,5,310,1,2,0.32,2,50,4,2018,1,2,1,2,1,1,,2,
"6f3eb330bca44c80b0a4d4374b5ddfd7",2,7,141,1,2,0.02,1,,5,2019,1,2,1,,,1,,2,
"6f42eeb630574c0b9ae5727b2edee3f6",1,1,741,1,5,0.38,1,,1,9998,2,,,,,,,,
"6f42eeb630574c0b9ae5727b2edee3f6",2,1,741,1,5,1,1,,1,9998,2,,,,,,,,
"6f42eeb630574c0b9ae5727b2edee3f6",3,1,812,1,5,,2,10,1,9998,2,,,,,,,,
"6f42eeb630574c0b9ae5727b2edee3f6",3,1,741,1,5,,2,60,1,9998,2,,,,,,,,
"6f42eeb630574c0b9ae5727b2edee3f6",3,1,742,1,5,,2,30,1,9998,2,,,,,,,,
"6f42eeb630574c0b9ae5727b2edee3f6",4,1,150,1,5,0.5,1,,1,2019,1,5,1,,,1,,2,
"6f473f0856f04d5f97b73a07fc92ed3a",1,1,630,1,2,1,1,,7,2018,1,4,10,,,1,,2,
"6f473f0856f04d5f97b73a07fc92ed3a",3,1,120,1,2,0.89,2,60,5,2019,1,6,1,6,1,1,,2,
"6f473f0856f04d5f97b73a07fc92ed3a",3,1,130,1,2,0.89,2,40,5,2019,1,1,1,2,1,1,,2,
"6f4cbca19664408eaea6f2da41aef981",1,1,630,1,3,0.25,1,,6,2019,1,1,10,,,1,,2,
"6f4cbca19664408eaea6f2da41aef981",2,1,210,1,3,0.3,2,50,3,2019,1,4,1,6,1,1,,2,
"6f4cbca19664408eaea6f2da41aef981",2,1,130,1,3,0.3,2,50,3,2019,1,1.5,1,1.5,1,1,,2,
"6f4cbca19664408eaea6f2da41aef981",2,2,130,1,3,0.2,2,30,4,2019,1,0.5,1,2,1,1,,2,
"6f4cbca19664408eaea6f2da41aef981",2,2,141,1,3,0.2,2,70,4,2019,1,1,1,1,1,1,,2,
"6f4f03c7b65b44628ab89851f727b5e0",1,1,630,1,1,0.25,2,60,3,2019,1,3,66,3,66,1,,2,
"6f4f03c7b65b44628ab89851f727b5e0",1,1,130,1,1,0.25,2,40,4,2019,1,1,1,1.5,1,2,2,2,
"6f4f03c7b65b44628ab89851f727b5e0",1,2,620,1,1,0.16,1,,5,2019,1,3,66,,,1,,2,
"6f62873ad2c04825ade10e0f21852cc7",2,1,210,,1,0.75,2,5,4,2019,1,6,1,16,1,1,,1,18000
"6f62873ad2c04825ade10e0f21852cc7",2,1,741,,1,0.75,2,75,1,2014,2,,,,,,,,
"6f62873ad2c04825ade10e0f21852cc7",2,1,630,,1,0.75,2,5,4,2019,1,1,22,3,22,1,,2,
"6f62873ad2c04825ade10e0f21852cc7",2,1,130,,1,0.75,2,5,4,2019,1,6,1,15,1,1,,1,3600
"6f62873ad2c04825ade10e0f21852cc7",2,2,420,,1,0.25,1,,4,2019,1,1,96,,,2,1,1,20000
"6f741a82d8eb467a81a053a28f77fb29",1,1,130,1,2,0.4,2,20,4,2019,1,3,1,10,1,1,,2,
"6f741a82d8eb467a81a053a28f77fb29",1,1,630,1,2,0.4,2,60,3,2019,1,1,12,1,10,1,,2,
"6f741a82d8eb467a81a053a28f77fb29",1,1,210,1,2,0.4,2,20,4,2019,1,10,1,15,1,1,,2,
"6f93fb59e3dd40afb415e194997c4d5c",1,1,741,1,1,0.16,1,,12,2018,1,7,85,,,1,,2,
"6f93fb59e3dd40afb415e194997c4d5c",2,1,630,1,3,0.15,2,50,3,2018,1,1,12,1,11,1,,2,
"6f93fb59e3dd40afb415e194997c4d5c",2,1,210,1,1,0.15,2,20,3,2019,1,4,1,6,1,1,,2,
"6f93fb59e3dd40afb415e194997c4d5c",2,1,130,1,3,0.15,2,30,2,2019,1,1,1,2,1,1,,2,
"6f93fb59e3dd40afb415e194997c4d5c",2,2,620,1,3,0.1,1,,1,2019,1,1,12,,,1,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",1,1,530,1,2,0.4,1,,3,2019,1,3000,85,,,1,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",1,2,310,1,2,0.1,1,,4,2019,1,3,1,,,1,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",3,1,741,1,2,0.25,1,,8,2016,2,,,,,,,,
"6f969d5f76874fa18b9fc77d1a1164a4",3,2,812,1,2,1,1,,8,2006,2,,,,,,,,
"6f969d5f76874fa18b9fc77d1a1164a4",3,3,510,1,2,1,1,,8,2017,2,,,,,,,,
"6f969d5f76874fa18b9fc77d1a1164a4",3,4,210,1,2,0.5,1,,3,2019,1,20,1,,,1,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",3,5,610,1,2,0.12,1,,4,2019,1,3,22,,,1,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",3,6,620,1,2,0.12,1,,5,2019,1,3,66,,,1,,2,
"6fbfd1ca154140099d74bcc494b2f434",4,1,630,1,1,0.76,1,,4,2019,1,2,66,,,1,,2,
"6fbfd1ca154140099d74bcc494b2f434",6,1,210,1,1,0.75,1,,6,2019,1,5,1,,,1,,1,12000
"6fbfd1ca154140099d74bcc494b2f434",6,2,320,1,1,0.75,1,,4,2019,1,15,1,,,1,,1,30000
"6fcada408b6d4416bface5d5b2171df9",1,1,741,1,1,0.25,2,40,8,2014,1,40,85,50,85,1,,2,
"6fcada408b6d4416bface5d5b2171df9",1,1,811,1,1,0.25,2,60,3,2016,1,70,85,70,85,1,,2,
"6fcada408b6d4416bface5d5b2171df9",1,2,630,1,1,0.15,1,,3,2017,2,,,,,,,,
"6fcada408b6d4416bface5d5b2171df9",1,3,620,1,1,0.15,1,,4,2019,1,15,66,,,1,,2,
"6fcada408b6d4416bface5d5b2171df9",1,4,310,1,1,0.15,1,,3,2019,1,5,1,,,1,,2,
"6fcada408b6d4416bface5d5b2171df9",1,5,610,1,1,0.1,1,,3,2019,1,2,22,,,1,,1,24000
"6fcada408b6d4416bface5d5b2171df9",1,6,210,1,1,0.1,1,,3,2019,1,8,31,,,1,,1,20000
"6fe11485791e43a585c0c9ad7e1c2850",1,1,130,1,1,0.25,1,,3,2019,1,3,1,,,2,2,2,
"6fe11485791e43a585c0c9ad7e1c2850",1,2,630,1,1,0.5,1,,4,2019,1,4,10,,,2,2,1,80000
"6ff355f305d94bbfb057c413c15b95b3",1,1,630,1,1,0.5,1,,5,2019,1,4,66,,,1,,2,
"6ff355f305d94bbfb057c413c15b95b3",1,2,310,1,1,0.5,1,,4,2019,1,4,29,,,1,,2,
"6ff355f305d94bbfb057c413c15b95b3",2,1,630,1,1,0.6,1,,8,2018,1,5,66,,,1,,2,
"6ffc6c9de58346cabd5f17735dfc155a",2,1,130,1,1,1.32,2,20,4,2019,1,2,1,8,1,1,,2,
"6ffc6c9de58346cabd5f17735dfc155a",2,1,340,1,1,1.32,2,80,4,2019,1,4,1,5,1,1,,1,12000
"70382a948acc4827a776ad19228c1210",1,1,630,1,1,0.5,1,,8,2018,2,,,,,,,,
"70382a948acc4827a776ad19228c1210",2,1,811,1,1,0.25,2,50,8,2010,2,,,,,,,,
"70382a948acc4827a776ad19228c1210",2,1,741,1,1,0.25,2,50,8,2015,2,,,,,,,,
"70382a948acc4827a776ad19228c1210",2,2,630,1,1,0.25,2,50,3,2019,1,1,10,1,10,1,,2,
"70382a948acc4827a776ad19228c1210",2,2,210,1,1,0.25,2,5,3,2019,1,5,1,10,1,1,,2,
"70382a948acc4827a776ad19228c1210",2,3,610,1,1,0.13,1,,3,2019,1,2,22,,,1,,2,
"70382a948acc4827a776ad19228c1210",2,4,620,1,1,0.12,1,,4,2019,1,4,66,,,1,,2,
"70382a948acc4827a776ad19228c1210",2,5,130,1,1,0.25,1,,3,2019,1,5,1,,,1,,2,
"7047d89a3db14e00a6706498ffbe8037",2,1,610,1,2,0.5,2,50,2,2019,1,6,22,10,22,1,,2,
"7047d89a3db14e00a6706498ffbe8037",2,1,210,1,2,0.5,2,50,3,2019,1,20,1,40,1,1,,1,20000
"70a13c579d4d4927902bbf153457f466",1,1,320,1,2,1.5,1,,4,2019,1,40,1,,,1,,1,80000
"70a13c579d4d4927902bbf153457f466",3,1,630,1,2,2,1,,3,2018,2,,,,,,,,
"70b60b0e8e8c437dba5ccfac3fcbd53d",1,2,130,1,2,2.6,2,60,5,2019,1,17,1,35,1,1,,1,10500
"70b60b0e8e8c437dba5ccfac3fcbd53d",1,2,150,1,2,2.6,2,40,6,2019,1,4,1,8,1,1,,2,
"70b60b0e8e8c437dba5ccfac3fcbd53d",2,1,310,1,2,3,1,,5,2019,1,1.5,22,,,2,2,2,
"70b60b0e8e8c437dba5ccfac3fcbd53d",3,1,330,1,2,1.5,1,,4,2019,1,2.5,1,,,2,1,1,120000
"70e72b90340941679bd789a808b7deff",1,1,810,1,2,2,2,90,3,9998,2,,,,,,,,
"70e72b90340941679bd789a808b7deff",1,1,741,1,2,2,2,10,3,2015,2,,,,,,,,
"70e72b90340941679bd789a808b7deff",1,2,620,1,2,0.25,1,,9,2018,2,,,,,,,,
"70e72b90340941679bd789a808b7deff",1,3,630,1,2,1.5,2,40,3,2018,2,,,,,,,,
"70e72b90340941679bd789a808b7deff",1,3,130,1,2,1.5,2,10,4,2019,1,5,1,20,1,1,,2,
"70e72b90340941679bd789a808b7deff",1,3,210,1,2,1.5,2,50,4,2019,1,15,1,30,1,1,,2,
"70e72b90340941679bd789a808b7deff",1,4,620,1,2,0.25,1,,6,2019,1,5,66,,,1,,2,
"70e72b90340941679bd789a808b7deff",1,5,130,1,2,0.5,2,40,4,2019,1,5,1,8,1,1,,2,
"70e72b90340941679bd789a808b7deff",1,5,210,1,2,0.5,2,60,4,2019,1,8,1,10,1,1,,2,
"70e77305baeb4d5fba7abf802061f297",2,1,812,1,4,1.87,2,30,8,9998,2,,,,,,,,
"70e77305baeb4d5fba7abf802061f297",2,1,741,1,4,1.87,2,70,8,9998,2,,,,,,,,
"70e77305baeb4d5fba7abf802061f297",2,2,130,1,4,1.5,2,30,2,2019,1,1,1,3,1,1,,2,
"70e77305baeb4d5fba7abf802061f297",2,2,210,1,4,1.5,2,70,2,2019,1,10,1,13,1,1,,2,
"70f668b607b7446795d84da9d8165d78",1,1,530,1,2,4.48,1,,3,2019,1,1,2,,,1,,1,25000
"70f668b607b7446795d84da9d8165d78",2,1,630,1,2,1.5,1,,3,2019,1,11,66,,,1,,1,12000
"70f668b607b7446795d84da9d8165d78",3,1,130,1,2,0.48,2,50,4,2019,1,10,96,15,99,1,,1,7000
"70f668b607b7446795d84da9d8165d78",3,1,210,1,2,0.48,2,50,4,2019,1,16,96,20,99,1,,1,16000
"70fa7eeb8f4448c99dabaabb99f3687e",1,1,741,1,4,2.98,1,,1,9998,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",1,1,742,1,1,1,2,30,1,2016,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",1,1,630,1,1,1,2,20,8,2018,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",1,1,811,1,1,1,2,20,1,2009,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",1,1,744,1,1,1,2,30,1,2016,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",2,1,742,1,1,0.25,1,,1,2016,2,,,,,,,,
"71406ef141ba4c8b8849e124aa7e740f",4,1,630,1,1,2,2,20,4,2019,1,1,10,1,10,1,,2,
"71406ef141ba4c8b8849e124aa7e740f",4,1,130,1,1,2,2,80,5,2019,1,40,1,40,1,1,,2,
"71460246b2ce4e3480b9cacb147d6f12",2,1,130,1,2,0.75,1,,2,2019,1,25,1,,,1,,2,
"71460246b2ce4e3480b9cacb147d6f12",2,2,210,1,2,0.25,1,,2,2019,1,12,1,,,1,,2,
"71460246b2ce4e3480b9cacb147d6f12",2,3,610,1,2,0.12,1,,2,2019,1,5,22,,,1,,2,
"7167b83d77a74431b06a1404b69c1857",1,1,630,1,2,1.01,2,50,1,2018,1,1,10,2,10,1,,2,
"7167b83d77a74431b06a1404b69c1857",1,1,811,1,2,1.01,2,50,1,9998,2,,,,,,,,
"7167b83d77a74431b06a1404b69c1857",3,1,210,1,2,1,1,,2,2019,1,7,1,,,1,,2,
"7167b83d77a74431b06a1404b69c1857",4,1,741,1,2,1.12,2,95,1,9998,2,,,,,,,,
"7167b83d77a74431b06a1404b69c1857",4,1,811,1,2,1.12,2,5,1,9998,2,,,,,,,,
"718160b39b814f4bb87ce30e9cb4c879",1,1,630,1,1,1.34,1,,4,2019,1,3,10,,,1,,2,
"718160b39b814f4bb87ce30e9cb4c879",3,1,223,1,1,1.03,1,,4,2019,1,2,1,,,1,,2,
"719fee60701a442689658bcb4f0f7aa1",2,1,630,1,2,0.5,2,70,5,2018,1,5,10,5,10,1,,2,
"719fee60701a442689658bcb4f0f7aa1",2,1,130,1,2,0.5,2,30,5,2019,1,0.5,1,6,1,1,,2,
"719fee60701a442689658bcb4f0f7aa1",3,1,630,1,2,0.5,1,,5,2019,1,4,10,,,1,,2,
"719fee60701a442689658bcb4f0f7aa1",4,1,630,1,2,1,1,,5,2019,1,4,10,,,1,,2,
"72350d5ac8dc45f0923528f570a75aee",1,1,130,1,2,0.54,1,,4,2019,1,2.5,1,,,1,,2,
"72350d5ac8dc45f0923528f570a75aee",3,1,630,1,2,1,1,,8,2018,1,4,10,,,1,,2,
"72350d5ac8dc45f0923528f570a75aee",4,1,630,1,2,0.48,1,,7,2018,1,1.5,10,,,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",1,1,120,1,11,0.5,1,,3,2019,1,40,1,,,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",2,1,210,1,11,1,2,40,4,2019,1,8,1,20,1,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",2,1,130,1,11,1,2,60,3,2019,1,10,1,15,1,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",2,2,630,1,11,1,1,,5,2018,1,4,10,,,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",4,1,310,1,1,0.3,1,,3,2019,1,8,1,,,1,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",5,1,620,1,1,0.5,1,,5,2019,1,3,10,,,1,,2,
"72ac252901f046c89580a95395b72a35",1,1,630,1,1,0.5,1,,3,2018,2,,,,,,,,
"72e51647b2d2439498cfccdc03c23ada",1,1,310,1,1,0.01,2,40,3,2019,1,1,1,1.5,1,1,,2,
"72e51647b2d2439498cfccdc03c23ada",1,1,130,1,1,0.01,2,40,3,2019,1,0.25,1,0.5,1,1,,2,
"72e51647b2d2439498cfccdc03c23ada",1,1,630,1,1,0.01,2,20,5,2018,2,,,,,,,,
"72febb41ac1c4f2a9fa2be189e0e7f76",2,1,150,1,1,0.8,1,,4,2019,1,8,1,,,1,,1,8000
"7318634693994a539d10cadecdb1b8f3",1,1,150,1,2,2,1,,4,2019,1,6,1,,,1,,2,
"731dbc353a29407583ff2d157b3bc76f",2,1,630,1,1,0.25,2,50,8,2018,2,,,,,,,,
"731dbc353a29407583ff2d157b3bc76f",2,1,130,1,1,0.25,2,50,3,2019,1,1,1,2,1,1,,2,
"731dbc353a29407583ff2d157b3bc76f",2,2,620,1,1,0.25,1,,5,2019,1,1.5,10,,,1,,2,
"731dbc353a29407583ff2d157b3bc76f",3,1,130,1,1,0.25,1,,3,2019,1,1.5,1,,,1,,2,
"734817ceed4641cb9f7a3ef050b677ca",1,1,630,1,1,1,1,,3,2019,2,,,,,,,,
"736e5276e4b94fc89956d384eea28b5f",1,1,630,1,1,0.5,1,,4,2019,1,2,10,,,1,,2,
"736e5276e4b94fc89956d384eea28b5f",2,1,210,1,1,0.5,1,,3,2019,1,6,1,,,1,,1,24000
"7386def11c4047cdba7a05b145d25d68",1,1,470,1,2,0.5,2,10,12,2018,2,,,,,,,,
"7386def11c4047cdba7a05b145d25d68",1,1,630,1,2,0.5,2,10,3,2018,2,,,,,,,,
"7386def11c4047cdba7a05b145d25d68",1,1,741,1,2,0.5,2,30,3,9998,2,,,,,,,,
"7386def11c4047cdba7a05b145d25d68",1,1,744,1,2,0.5,2,10,3,2017,2,,,,,,,,
"7386def11c4047cdba7a05b145d25d68",1,1,811,1,2,0.5,2,20,3,2015,2,,,,,,,,
"7386def11c4047cdba7a05b145d25d68",1,1,210,1,2,0.5,2,20,3,2019,1,8,1,15,1,1,,1,32500
"7386def11c4047cdba7a05b145d25d68",3,1,470,1,2,0.4,2,10,12,2018,2,,,,,,,,
